schoolid,schoolName,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,isPrivate
60166505708,Chico Country Day,Chico,95928,K,8,Elementary,Yes,No,No,(n/a),957,5789,4,Elementary,83.47,84.19282,FALSE
60184311953,CORE Butte Charter,Chico,95928,K,12,Other,Yes,No,No,Yes,,,,,,,FALSE
60837010191,Little Chico Creek Elementary,Chico,95928,K,5,Elementary,No,No,No,Yes,2697,5789,3,Elementary,53.41,48.15126,FALSE
60837007945,Marsh (Harry M.) Junior High,Chico,95928,6,8,Middle,No,No,No,No,499,2715,4,Middle,81.62,79.34497,FALSE
69999907622,Notre Dame School,Chico,95928,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60230404403,Paradise Charter Middle,Paradise,95928,6,8,Middle,Yes,No,No,(n/a),446,2715,4,Middle,83.57,81.58059,FALSE
63531014192,Advanced Learning Academy,Santa Ana,92701,3,12,Other,Yes,No,No,Yes,,,,,,,FALSE
60213011223,Edward B. Cole Academy,Santa Ana,92701,K,5,Elementary,Yes,No,No,Yes,3068,5789,2,Elementary,47,41.974,FALSE
60175808755,El Sol Santa Ana Science and Arts Academy,Santa Ana,92701,K,8,Elementary,Yes,No,No,Yes,2180,5789,3,Elementary,62.34,57.81268,FALSE
63531005985,Franklin Elementary,Santa Ana,92701,K,5,Elementary,No,No,No,Yes,2199,5789,3,Elementary,62.01,57.20815,FALSE
63531009634,Garfield Elementary,Santa Ana,92701,K,5,Elementary,No,No,No,Yes,4224,5789,1,Elementary,27.03,26.62718,FALSE
63531000758,Martin R. Heninger Elementary,Santa Ana,92701,K,8,Elementary,No,No,No,Yes,4733,5789,1,Elementary,18.24,20.69457,FALSE
60156510989,Nova Academy Early College High,Santa Ana,92701,9,12,High,Yes,No,No,Yes,510,2133,4,High,76.09,71.31864,FALSE
60228408546,Ocsa,Santa Ana,92701,7,12,High,Yes,No,No,Yes,32,2133,5,High,98.5,98.34575,FALSE
60224510992,Orange County Educational Arts Academy,Santa Ana,92701,K,8,Elementary,Yes,No,No,Yes,2937,5789,2,Elementary,49.27,44.16544,FALSE
63531007596,Raymond A. Villa Fundamental Intermediate,Santa Ana,92701,6,8,Middle,No,No,No,Yes,2305,2715,1,Middle,15.1,17.21184,FALSE
69999935122,Centennial Montessori School,San Mateo,94401,PK,5,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63492005912,College Park Elementary,San Mateo,94401,K,5,Elementary,No,Yes,No,No,67,5789,5,Elementary,98.84,98.04535,FALSE
63492005908,LEAD Elementary,San Mateo,94401,K,5,Elementary,No,Yes,No,Yes,5193,5789,1,Elementary,10.3,15.63953,FALSE
63492005914,North Shoreview Montessori,San Mateo,94401,K,8,Elementary,No,Yes,No,No,812,5789,4,Elementary,85.97,86.6751,FALSE
69999948583,Pacific Rim Int'l School,San Mateo,94401,PK,10,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63498005926,San Mateo High,San Mateo,94401,9,12,High,No,No,No,Yes,311,2133,4,High,85.42,82.89735,FALSE
69999930801,St Matthew's Episcopal Day School,San Mateo,94401,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999908773,St Timothy School,San Mateo,94401,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999954048,Stanbridge Academy,San Mateo,94401,2,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002817,Ann Street Elementary,Los Angeles,90012,K,6,Elementary,No,No,No,Yes,5443,5789,0,Elementary,5.98,12.1109,FALSE
62271002903,Castelar Street Elementary,Los Angeles,90012,K,5,Elementary,No,No,No,Yes,2078,5789,3,Elementary,64.1,59.96754,FALSE
62271007757,Downtown Business High,Los Angeles,90012,9,12,High,No,Yes,No,Yes,332,2133,4,High,84.44,81.61131,FALSE
69999907614,Nishi Hongwanji Child Development Center,Los Angeles,90012,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271012439,Ramon C. Cortines School of Visual and Performing Arts,Los Angeles,90012,9,12,High,No,No,No,Yes,1057,2133,3,High,50.45,46.84158,FALSE
62271003360,Solano Avenue Elementary,Los Angeles,90012,K,6,Elementary,No,No,No,Yes,1612,5789,4,Elementary,72.15,69.78407,FALSE
60245210389,Aspire River Oaks Charter,Stockton,95210,K,5,Elementary,Yes,No,No,Yes,1118,5789,4,Elementary,80.69,81.08191,FALSE
62223008152,Clairmont Elementary,Stockton,95210,K,6,Elementary,No,No,No,Yes,4496,5789,1,Elementary,22.34,23.41917,FALSE
63801008991,District Special Education,Stockton,95210,K,12,Other,No,No,No,No,,,,,,,FALSE
63801006420,Kennedy Elementary,Stockton,95210,K,8,Elementary,No,No,No,Yes,5414,5789,0,Elementary,6.48,12.57687,FALSE
62223008878,Parklane Elementary,Stockton,95210,K,6,Elementary,No,No,No,Yes,5360,5789,0,Elementary,7.41,13.33225,FALSE
63801007754,Rio Calaveras Elementary,Stockton,95210,K,8,Elementary,No,No,No,Yes,2615,5789,3,Elementary,54.83,49.67096,FALSE
62223011418,Ronald E. McNair High,Stockton,95210,9,12,High,No,No,No,Yes,1221,2133,2,High,42.76,39.47241,FALSE
62223001341,Sutherland Elementary,Stockton,95210,K,6,Elementary,No,No,No,Yes,5516,5789,0,Elementary,4.72,10.87785,FALSE
60253714486,Vision Quest & Career Pathway,Stockton,95210,,,,Yes,No,No,(n/a),,,,,,,FALSE
62223010315,Westwood Elementary,Stockton,95210,K,6,Elementary,No,No,No,Yes,4817,5789,1,Elementary,16.79,19.8031,FALSE
63025001786,Carpe Diem High (Continuation),Petaluma,94952,9,12,High,No,No,No,Yes,,,,,,,FALSE
60870000884,Cinnabar Charter,Petaluma,94952,K,8,Elementary,Yes,No,No,Yes,3257,5789,2,Elementary,43.74,38.82719,FALSE
60870013043,Cinnabar Elementary,Petaluma,94952,K,K,Elementary,No,No,No,Yes,,,,,,,FALSE
61161012748,Dunham Charter,Petaluma,94952,K,6,Elementary,Yes,No,No,(n/a),1174,5789,4,Elementary,79.72,79.92976,FALSE
61161001291,Dunham Elementary,Petaluma,94952,K,6,Elementary,No,No,No,(n/a),,,,,,,FALSE
63023004717,Grant Elementary,Petaluma,94952,K,6,Elementary,No,No,No,No,774,5789,4,Elementary,86.63,87.45968,FALSE
60251214416,Heartwood Charter,Petaluma,94952,K,12,Other,Yes,No,Yes,(n/a),,,,,,,FALSE
62043002457,Laguna Elementary,Petaluma,94952,K,6,Elementary,No,No,No,Yes,,,,,,,FALSE
62154002570,Liberty Elementary,Petaluma,94952,1,6,Elementary,Yes,No,No,(n/a),384,5789,5,Elementary,93.37,93.85037,FALSE
62154012693,Liberty Primary,Petaluma,94952,K,1,Elementary,No,No,No,(n/a),,,,,,,FALSE
61269001432,Christine Sipherd Elementary,Modesto,95355,K,6,Elementary,No,No,No,Yes,3035,5789,2,Elementary,47.57,42.54984,FALSE
63867006497,Coleman F. Brown Elementary,Modesto,95355,K,5,Elementary,No,No,No,Yes,5346,5789,0,Elementary,7.65,13.56667,FALSE
63867011498,Daniel J. Savage Middle,Modesto,95355,6,8,Middle,No,No,No,Yes,756,2715,4,Middle,72.15,66.54349,FALSE
63867001828,Elizabeth Ustach Middle,Modesto,95355,6,8,Middle,No,No,No,Yes,535,2715,4,Middle,80.29,77.74131,FALSE
62515003734,Fred C. Beyer High,Modesto,95355,9,12,High,No,No,No,Yes,1113,2133,2,High,47.82,44.74348,FALSE
63867010695,Freedom Elementary,Modesto,95355,K,5,Elementary,No,No,No,No,1618,5789,4,Elementary,72.05,69.65423,FALSE
62515011812,James C. Enochs High,Modesto,95355,9,12,High,No,No,No,No,518,2133,4,High,75.71,71.04754,FALSE
62513003741,Lakewood Elementary,Modesto,95355,K,6,Elementary,No,No,No,No,689,5789,4,Elementary,88.1,89.20801,FALSE
63867011872,Mary Ann Sanders Elementary,Modesto,95355,K,5,Elementary,No,No,No,Yes,2060,5789,3,Elementary,64.42,60.17996,FALSE
63867001813,Orchard Elementary,Modesto,95355,K,5,Elementary,No,No,No,Yes,3529,5789,2,Elementary,39.04,35.03857,FALSE
69105106830,Alameda County Community,Hayward,94544,K,12,Other,No,No,No,Yes,,,,,,,FALSE
69105108672,Alameda County Special Education,Hayward,94544,,,,No,No,No,No,,,,,,,FALSE
62691011552,Alternative Learning Academy at Conley-Caraballo High,Hayward,94544,9,12,High,No,No,No,Yes,,,,,,,FALSE
69999905704,Bayside Adventist Christian School,Hayward,94544,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61674002104,Bowman Elementary,Hayward,94544,K,6,Elementary,No,No,No,Yes,5349,5789,0,Elementary,7.6,13.53513,FALSE
61674002118,Cesar Chavez Middle,Hayward,94544,7,8,Middle,No,No,No,Yes,2389,2715,1,Middle,12.01,14.77924,FALSE
69999906011,Children's Choice Educare,Hayward,94544,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62691011551,Core Learning Academy at Conley-Caraballo High,Hayward,94544,9,12,High,No,No,No,Yes,1673,2133,1,High,21.57,17.66829,FALSE
61674002111,Eldridge Elementary,Hayward,94544,K,6,Elementary,No,No,No,Yes,3537,5789,2,Elementary,38.9,34.99348,FALSE
69999906385,Elmhurst Learning Center,Hayward,94544,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63441005583,Alvarado Elementary,San Francisco,94114,K,5,Elementary,No,No,No,No,1142,5789,4,Elementary,80.27,80.66099,FALSE
63441007842,Everett Middle,San Francisco,94114,6,8,Middle,No,No,No,Yes,1626,2715,2,Middle,40.11,34.73691,FALSE
63441005629,Lick (James) Middle,San Francisco,94114,6,8,Middle,No,No,No,Yes,2347,2715,1,Middle,13.55,16.11607,FALSE
63441013281,Mahler (Theresa S.) Children Center,San Francisco,94114,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
69999948520,Marin Preparatory School,San Francisco,94114,K,7,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63441005647,McKinley Elementary,San Francisco,94114,K,5,Elementary,No,No,No,No,1120,5789,4,Elementary,80.65,81.04482,FALSE
63441005601,Milk (Harvey) Civil Rights Elementary,San Francisco,94114,K,5,Elementary,No,No,No,No,3672,5789,2,Elementary,36.57,33.27801,FALSE
69999907348,Mission Dolores Academy,San Francisco,94114,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63441005650,Mission High,San Francisco,94114,9,12,High,No,No,No,No,1626,2133,1,High,23.77,19.90569,FALSE
63441005664,Sanchez Elementary,San Francisco,94114,K,5,Elementary,No,No,No,Yes,5688,5789,0,Elementary,1.74,7.23088,FALSE
62271013006,Academy for Enriched Sciences,Encino,91316,K,5,Elementary,No,Yes,No,No,334,5789,5,Elementary,94.23,94.48503,FALSE
69999948396,Childs World School-Encino,Encino,91316,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999906230,Crespi Carmelite High School,Encino,91316,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002986,Emelita Street Elementary,Encino,91316,K,5,Elementary,No,No,No,Yes,2769,5789,3,Elementary,52.17,46.93421,FALSE
62271002990,Encino Charter Elementary,Encino,91316,K,5,Elementary,Yes,No,No,No,406,5789,5,Elementary,92.99,93.46251,FALSE
69999948427,Encino Presbyterian Childrens Center,Encino,91316,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999906787,Holy Martyrs Cabayan Elementary/Ferrahian High School,Encino,91316,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999907209,Los Encinos School,Encino,91316,K,6,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999942289,Our Lady Of Grace School,Encino,91316,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948711,Westmark School,Encino,91316,3,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63393012359,Lincoln Elementary,Salinas,93901,K,6,Elementary,No,No,No,Yes,2370,5789,3,Elementary,59.06,54.15566,FALSE
63393005325,Mission Park Elementary,Salinas,93901,K,6,Elementary,No,No,No,Yes,3019,5789,2,Elementary,47.85,42.74751,FALSE
69102108529,Monterey County Home Charter,Salinas,93901,K,12,Other,Yes,No,No,No,,,,,,,FALSE
63393005326,Monterey Park Elementary,Salinas,93901,K,6,Elementary,No,No,No,Yes,4350,5789,1,Elementary,24.86,25.10359,FALSE
69999907652,Notre Dame High School,Salinas,93901,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60252814477,Open Door Charter,Salinas,93901,,,,Yes,No,No,(n/a),,,,,,,FALSE
69999907836,Palma School,Salinas,93901,7,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63393005328,Roosevelt Elementary,Salinas,93901,K,6,Elementary,No,No,No,Yes,4504,5789,1,Elementary,22.2,23.36076,FALSE
69999953971,Sacred Heart School,Salinas,93901,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63398005336,Salinas High,Salinas,93901,9,12,High,No,No,No,Yes,692,2133,3,High,67.56,62.20939,FALSE
60174412184,Ballington Academy for the Arts and Sciences,El Centro,92243,K,6,Elementary,Yes,No,No,Yes,4208,5789,1,Elementary,27.31,26.83387,FALSE
69999953632,Calvary Chapel Christian School Of El Centro,El Centro,92243,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60801000771,Central Union High,El Centro,92243,9,12,High,No,No,No,Yes,823,2133,3,High,61.42,56.50082,FALSE
61203001332,De Anza Magnet,El Centro,92243,K,8,Elementary,No,Yes,No,Yes,3255,5789,2,Elementary,43.77,38.83361,FALSE
61203001333,Desert Garden Elementary,El Centro,92243,K,6,Elementary,No,No,No,Yes,3259,5789,2,Elementary,43.7,38.79927,FALSE
60801000772,Desert Oasis High (Continuation),El Centro,92243,9,12,High,No,No,No,Yes,1637,2133,1,High,23.25,19.55009,FALSE
61203013544,El Centro District Wide Preschool,El Centro,92243,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
61203001334,Harding Elementary,El Centro,92243,K,6,Elementary,No,No,No,Yes,3209,5789,2,Elementary,44.57,39.76583,FALSE
69101009224,Imperial County Juvenile Hall/Community,El Centro,92243,K,12,Other,No,No,No,Yes,,,,,,,FALSE
69101007929,Imperial County Special Education,El Centro,92243,K,12,Other,No,No,No,Yes,,,,,,,FALSE
62583003878,Los Paseos Elementary,San Jose,95139,K,5,Elementary,No,No,No,No,2391,5789,3,Elementary,58.7,53.71454,FALSE
62583003880,Martin Murphy Middle,San Jose,95139,6,8,Middle,No,No,No,No,887,2715,3,Middle,67.33,61.19784,FALSE
63801011783,Alexander Hamilton Elementary,Stockton,95206,K,8,Elementary,No,Yes,No,Yes,5663,5789,0,Elementary,2.18,7.97803,FALSE
69999905621,Apostolic Christian Academy,Stockton,95206,K,11,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60205911423,Aspire Rosa Parks Academy,Stockton,95206,K,5,Elementary,Yes,No,No,Yes,5522,5789,0,Elementary,4.61,10.69444,FALSE
60253214481,Aspire Stockton 6-12 Secondary Academy,Stockton,95206,,,,Yes,No,No,(n/a),,,,,,,FALSE
60253414483,Aspire Stockton Tk-5 Elementary Academy,Stockton,95206,,,,Yes,No,No,(n/a),,,,,,,FALSE
62361001374,August Knodt Elementary,Stockton,95206,K,8,Elementary,No,No,No,Yes,3861,5789,2,Elementary,33.3,30.9199,FALSE
63801010392,Dolores Huerta Elementary,Stockton,95206,K,8,Elementary,No,No,No,Yes,5083,5789,1,Elementary,12.2,16.85987,FALSE
63801006403,Edison High,Stockton,95206,9,12,High,No,Yes,No,Yes,1409,2133,2,High,33.94,31.03668,FALSE
63801012098,Edward C. Merlo Institute of Environmental Studies,Stockton,95206,9,12,High,No,No,No,Yes,1306,2133,2,High,38.77,36.285,FALSE
62361010653,George Y. Komure Elementary,Stockton,95206,K,8,Elementary,No,No,No,Yes,4237,5789,1,Elementary,26.81,26.3912,FALSE
62271002805,Alexandria Avenue Elementary,Los Angeles,90004,K,5,Elementary,No,No,No,Yes,4318,5789,1,Elementary,25.41,25.37876,FALSE
69999942057,Beverly Christian Academy,Los Angeles,90004,K,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002883,Cahuenga Elementary,Los Angeles,90004,K,5,Elementary,No,No,No,Yes,2264,5789,3,Elementary,60.89,55.78129,FALSE
60200013537,Camino Nuevo High #2,Los Angeles,90004,9,12,High,Yes,No,No,Yes,837,2133,3,High,60.76,55.648,FALSE
60213111337,Central City Value,Los Angeles,90004,9,12,High,Yes,No,No,Yes,1098,2133,2,High,48.52,45.25364,FALSE
62271011646,Charles H. Kim Elementary,Los Angeles,90004,K,5,Elementary,No,No,No,Yes,1856,5789,3,Elementary,67.94,64.60794,FALSE
69999953658,Christ The King School,Los Angeles,90004,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002934,Commonwealth Avenue Elementary,Los Angeles,90004,K,5,Elementary,No,Yes,No,Yes,3024,5789,2,Elementary,47.76,42.68959,FALSE
62271002950,Dayton Heights Elementary,Los Angeles,90004,K,5,Elementary,No,No,No,Yes,2711,5789,3,Elementary,53.17,47.82955,FALSE
62271013726,Dr. Sammy Lee Medical and Health Science Magnet Elementary,Los Angeles,90004,K,5,Elementary,No,Yes,No,Yes,1361,5789,4,Elementary,76.49,75.65562,FALSE
69999944524,Chinese American International School,San Francisco,94102,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999944536,De Marillac Academy,San Francisco,94102,4,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953782,International High School,San Francisco,94102,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953863,Millennium School Of San Francisco,San Francisco,94102,6,7,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69111110647,S.F. County Civic Center Secondary,San Francisco,94102,6,12,High,No,No,No,Yes,,,,,,,FALSE
63441007732,Tenderloin Community,San Francisco,94102,K,5,Elementary,No,No,No,Yes,5234,5789,0,Elementary,9.59,15.08596,FALSE
69107812710,Afflerbaugh-Paige Camp,La Verne,91750,7,12,High,No,No,No,Yes,1777,2133,1,High,16.69,14.813,FALSE
60561000505,Bonita High,La Verne,91750,9,12,High,No,No,No,No,174,2133,5,High,91.84,90.08529,FALSE
69999905845,Calvary Baptist Schools,La Verne,91750,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953679,Damien High School,La Verne,91750,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60561000510,J. Marion Roynon Elementary,La Verne,91750,K,5,Elementary,No,No,No,Yes,1073,5789,4,Elementary,81.46,81.96036,FALSE
69999906887,Joan Macy School,La Verne,91750,5,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953838,Lighthouse Baptist Academy,La Verne,91750,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999907220,Lutheran High School,La Verne,91750,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60561010235,Oak Mesa Elementary,La Verne,91750,K,5,Elementary,No,No,No,No,323,5789,5,Elementary,94.42,94.61816,FALSE
60930000940,Colfax Elementary,Colfax,95713,K,8,Elementary,No,No,No,Yes,2812,5789,3,Elementary,51.43,46.07364,FALSE
63075004781,Colfax High,Colfax,95713,9,12,High,No,No,No,No,260,2133,4,High,87.81,86.08933,FALSE
63255007081,Cesar E. Chavez Elementary,Richmond,94801,K,6,Elementary,No,No,No,Yes,5713,5789,0,Elementary,1.31,6.36979,FALSE
63255005031,Greenwood Academy,Richmond,94801,9,12,High,No,No,No,Yes,1991,2133,0,High,6.66,10.85983,FALSE
60189211225,Leadership Public Schools: Richmond,Richmond,94801,9,12,High,Yes,No,No,Yes,785,2133,3,High,63.2,58.30821,FALSE
63255005042,Lincoln Elementary,Richmond,94801,K,6,Elementary,No,No,No,Yes,5624,5789,0,Elementary,2.85,9.02461,FALSE
63255005050,Peres Elementary,Richmond,94801,K,8,Elementary,No,No,No,Yes,5153,5789,1,Elementary,10.99,16.10955,FALSE
63255005065,Verde Elementary,Richmond,94801,K,8,Elementary,No,No,No,Yes,5567,5789,0,Elementary,3.83,9.97507,FALSE
63255005067,Washington Elementary,Richmond,94801,K,6,Elementary,No,No,No,No,4804,5789,1,Elementary,17.02,19.96823,FALSE
69999909245,Williams & Brown Academy,Richmond,94801,K,7,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62769004170,Arlie F. Hutchinson Middle,La Mirada,90638,6,8,Middle,No,Yes,No,No,707,2715,4,Middle,73.96,69.261,FALSE
69999905708,Beatitudes Of Our Lord Catholic School,La Mirada,90638,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62769004160,Eastwood Elementary,La Mirada,90638,K,5,Elementary,No,No,No,No,1391,5789,4,Elementary,75.97,74.75043,FALSE
62769004163,Escalona Elementary,La Mirada,90638,K,5,Elementary,No,No,No,No,1337,5789,4,Elementary,76.9,76.20617,FALSE
62769004165,Foster Road Elementary,La Mirada,90638,K,5,Elementary,No,No,No,Yes,2908,5789,2,Elementary,49.77,44.51138,FALSE
62769004166,Gardenhill Elementary,La Mirada,90638,K,5,Elementary,No,No,No,No,963,5789,4,Elementary,83.37,84.06753,FALSE
69999906725,Heights Christian Schools-Bluefield Campus,La Mirada,90638,5,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62769004159,John Foster Dulles Elementary,La Mirada,90638,K,5,Elementary,No,No,No,No,2010,5789,3,Elementary,65.28,61.09008,FALSE
69999953821,La Mirada Heights Christian Preschool & Elementary,La Mirada,90638,K,4,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62769004172,La Mirada High,La Mirada,90638,9,12,High,No,No,No,No,925,2133,3,High,56.63,52.23261,FALSE
63682007873,Congressman Jerry Lewis Elementary,Fort Irwin,92310,K,2,Elementary,No,No,No,Yes,,,,,,,FALSE
63682008198,Fort Irwin Middle,Fort Irwin,92310,6,8,Middle,No,No,No,No,848,2715,3,Middle,68.77,62.66594,FALSE
63682011743,Tiefort View Intermediate,Fort Irwin,92310,3,5,Elementary,No,No,No,No,2340,5789,3,Elementary,59.58,54.70598,FALSE
60648012580,BSD Preschool,Burlingame,94010,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
63498005920,Burlingame High,Burlingame,94010,9,12,High,No,No,No,Yes,170,2133,5,High,92.03,90.56969,FALSE
60648000581,Burlingame Intermediate,Burlingame,94010,6,8,Middle,No,No,No,No,144,2715,5,Middle,94.7,94.66903,FALSE
61719002172,Crocker Middle,Hillsborough,94010,6,8,Middle,No,No,No,(n/a),81,2715,5,Middle,97.02,96.82928,FALSE
69999942105,Crystal Springs Uplands School,Hillsborough,94010,6,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60648000582,Franklin Elementary,Burlingame,94010,K,5,Elementary,No,No,No,No,122,5789,5,Elementary,97.89,97.31938,FALSE
60648013999,Hoover Elementary,Burlingame,94010,K,5,Elementary,No,No,No,No,18,5789,5,Elementary,99.69,98.8024,FALSE
69999942216,La Petite Montessori School LLC,Hillsborough,94010,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60648000583,Lincoln Elementary,Burlingame,94010,K,5,Elementary,No,No,No,No,211,5789,5,Elementary,96.36,96.15188,FALSE
60648000584,McKinley Elementary,Burlingame,94010,K,5,Elementary,No,No,No,Yes,694,5789,4,Elementary,88.01,89.13785,FALSE
63570006090,Franklin Elementary,Santa Monica,90403,K,5,Elementary,No,No,No,No,47,5789,5,Elementary,99.19,98.34848,FALSE
69999930514,Garden Of Angels School,Santa Monica,90403,PK,2,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63570006093,Lincoln Middle,Santa Monica,90403,6,8,Middle,No,No,No,No,174,2715,5,Middle,93.59,93.83563,FALSE
69999935376,Pacifica Christian High School,Santa Monica,90403,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63570006101,Roosevelt Elementary,Santa Monica,90403,K,5,Elementary,No,No,No,No,342,5789,5,Elementary,94.09,94.40262,FALSE
69999908667,St Monica Catholic Elementary School,Santa Monica,90403,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953610,Big Tree Little Preschool Kindergarten,Vista,92081,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63488012201,Joli Ann Leichtag Elementary,Vista,92081,K,5,Elementary,No,No,No,Yes,1981,5789,3,Elementary,65.78,61.74689,FALSE
69999953800,Kids Town Montessori School,Vista,92081,PK,3,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
64119009203,Rancho Buena Vista High,Vista,92081,9,12,High,No,No,No,Yes,527,2133,4,High,75.29,70.26069,FALSE
69999953976,Sanderling Waldorf School,Vista,92081,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999954052,Stars Montessori Academy,Vista,92081,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999909194,West Coast Baptist School,Vista,92081,K,7,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60212012864,Bay View Academy,Monterey,93940,K,8,Elementary,Yes,No,No,Yes,2830,5789,3,Elementary,51.11,45.81762,FALSE
60246912240,Big Sur Charter,Monterey,93940,K,12,Other,Yes,No,No,(n/a),,,,,,,FALSE
62553003825,Foothill Elementary,Monterey,93940,K,5,Elementary,No,No,No,Yes,2380,5789,3,Elementary,58.89,53.96413,FALSE
62553003830,La Mesa Elementary,Monterey,93940,K,5,Elementary,No,No,No,No,1023,5789,4,Elementary,82.33,82.80436,FALSE
62553012851,Monte Vista,Monterey,93940,K,5,Elementary,No,No,No,No,2227,5789,3,Elementary,61.53,56.56901,FALSE
62553003839,Monterey High,Monterey,93940,9,12,High,No,No,No,No,624,2133,4,High,70.75,65.76972,FALSE
69999908190,San Carlos School,Monterey,93940,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953977,Santa Catalina School,Monterey,93940,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999940424,Trinity Christian High School,Monterey,93940,7,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62553003818,Walter Colton,Monterey,93940,6,8,Middle,No,No,No,No,1913,2715,1,Middle,29.54,27.08372,FALSE
60187710552,Accelerated Achievement Academy,Ukiah,95482,4,12,Other,Yes,No,No,Yes,,,,,,,FALSE
64030006655,Calpella Elementary,Ukiah,95482,K,4,Elementary,No,No,No,Yes,4540,5789,1,Elementary,21.58,22.96242,FALSE
64030006656,Frank Zeek Elementary,Ukiah,95482,K,6,Elementary,No,No,No,Yes,2922,5789,2,Elementary,49.52,44.35204,FALSE
64030010957,Grace Hudson Elementary,Ukiah,95482,K,5,Elementary,No,No,No,Yes,4074,5789,1,Elementary,29.63,28.34225,FALSE
69999906856,Instilling Goodness / Developing Virtue Schools,Ukiah,95482,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69101910551,Mendocino County Community,Ukiah,95482,7,12,High,No,No,No,Yes,2063,2133,0,High,3.28,9.77921,FALSE
60011810959,Mendocino County Regional Occupational Program,Ukiah,95482,9,12,High,No,(n/a),(n/a),(n/a),,,,,,,FALSE
