schoolid,schoolName,url,street_address,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,districtName,countyName,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,rankMovement,numberOfStudents,teachersFulltime,isPrivate
061233006286,Maeola E. Beitzel Elementary,https://www.schooldigger.com/go/CA/schools/1233006286/school.aspx,8140 Caymus Dr.,Sacramento,95829,K,6,Elementary,No,No,No,Yes,Elk Grove Unified,Sacramento County,2631,5789,3,Elementary,54.55,49.37855,-398,886,,False
069999953862,Milhous School Inc. - Gerber,https://www.schooldigger.com/go/CA/schools/9999953862/school.aspx,9200 Sweet Acaia Way,Sacramento,95829,6,11,Private,(n/a),(n/a),(n/a),(n/a),,Sacramento County,,,,,,,,,,True
061233010596,Robert J. Fite Elementary,https://www.schooldigger.com/go/CA/schools/1233010596/school.aspx,9561 Butler Sch Rd.,Sacramento,95829,K,6,Elementary,No,No,No,Yes,Elk Grove Unified,Sacramento County,2526,5789,3,Elementary,56.37,51.33124,-248,584,,False
061233007226,Sheldon High,https://www.schooldigger.com/go/CA/schools/1233007226/school.aspx,8333 Kingsbridge Dr.,Sacramento,95829,9,12,High,No,No,No,No,Elk Grove Unified,Sacramento County,511,2133,4,High,76.04,71.28362,365,2588,,False
061233007234,T. R. Smedberg Middle,https://www.schooldigger.com/go/CA/schools/1233007234/school.aspx,8239 Kingsbridge Dr.,Sacramento,95829,7,8,Middle,No,No,No,Yes,Elk Grove Unified,Sacramento County,1202,2715,3,Middle,55.73,48.22466,-90,1169,,False
064119006812,Alta Vista High (Continuation),https://www.schooldigger.com/go/CA/schools/4119006812/school.aspx,1575 Bonair Dr.,Vista,92084,9,12,High,No,No,No,Yes,Vista Unified,San Diego County,1730,2133,1,High,18.89,16.01083,85,98,,False
064119006813,Beaumont Elementary,https://www.schooldigger.com/go/CA/schools/4119006813/school.aspx,550 Beaumont Dr.,Vista,92084,K,5,Elementary,No,No,No,Yes,Vista Unified,San Diego County,4309,5789,1,Elementary,25.57,25.51028,-80,552,,False
064119011400,Foothill Oak Elementary,https://www.schooldigger.com/go/CA/schools/4119011400/school.aspx,1370 Oak Dr.,Vista,92084,K,5,Elementary,No,No,No,Yes,Vista Unified,San Diego County,4610,5789,1,Elementary,20.37,22.25687,-696,561,,False
069999953750,Growing Tree Academy,https://www.schooldigger.com/go/CA/schools/9999953750/school.aspx,777 Taylor St,Vista,92084,PK,1,Private,(n/a),(n/a),(n/a),(n/a),,San Diego County,,,,,,,,,,True
064119011769,Maryland Elementary,https://www.schooldigger.com/go/CA/schools/4119011769/school.aspx,700 N. Ave.,Vista,92084,K,5,Elementary,No,No,No,Yes,Vista Unified,San Diego County,4571,5789,1,Elementary,21.04,22.64489,-239,620,,False
064119006820,Monte Vista Elementary,https://www.schooldigger.com/go/CA/schools/4119006820/school.aspx,1720 Monte Vista Rd.,Vista,92084,K,5,Elementary,No,No,No,Yes,Vista Unified,San Diego County,3131,5789,2,Elementary,45.91,40.97813,-831,521,,False
064119006819,Rancho Minerva Middle,https://www.schooldigger.com/go/CA/schools/4119006819/school.aspx,2245 Foothill Dr.,Vista,92084,6,8,Middle,No,No,No,Yes,Vista Unified,San Diego County,2422,2715,1,Middle,10.79,14.00695,-268,654,,False
064119006823,Vista Adult Transition Center,https://www.schooldigger.com/go/CA/schools/4119006823/school.aspx,325 E. Bobier Dr.,Vista,92084,12,12,High,No,No,No,Yes,Vista Unified,San Diego County,,,,,,,,127,,False
064119006824,Vista High,https://www.schooldigger.com/go/CA/schools/4119006824/school.aspx,1 Panther Dr.,Vista,92084,9,12,High,No,No,No,Yes,Vista Unified,San Diego County,1019,2133,3,High,52.23,48.40394,-36,2240,,False
064119012147,Vista Magnet Middle School of Technology Science and Math,https://www.schooldigger.com/go/CA/schools/4119012147/school.aspx,151 Civic Center Dr.,Vista,92084,6,8,Middle,No,Yes,No,Yes,Vista Unified,San Diego County,582,2715,4,Middle,78.56,75.84587,203,833,,False
060360000268,Azusa High,https://www.schooldigger.com/go/CA/schools/0360000268/school.aspx,240 N. Cerritos Ave.,Azusa,91702,9,12,High,No,No,No,Yes,Azusa Unified,Los Angeles County,1295,2133,2,High,39.29,36.75939,-605,1094,,False
060360000269,Center Middle,https://www.schooldigger.com/go/CA/schools/0360000269/school.aspx,5500 N. Cerritos Ave.,Azusa,91702,6,8,Middle,No,No,No,Yes,Azusa Unified,Los Angeles County,1910,2715,1,Middle,29.65,27.10899,-256,449,,False
060360000277,Charles H. Lee Elementary,https://www.schooldigger.com/go/CA/schools/0360000277/school.aspx,550 N. Cerritos Ave.,Azusa,91702,K,5,Elementary,No,No,No,Yes,Azusa Unified,Los Angeles County,3049,5789,2,Elementary,47.33,42.27016,-440,343,,False
060360000280,Clifford D. Murray Elementary,https://www.schooldigger.com/go/CA/schools/0360000280/school.aspx,505 E. Renwick Rd.,Azusa,91702,K,5,Elementary,No,No,No,Yes,Azusa Unified,Los Angeles County,4471,5789,1,Elementary,22.77,23.67021,-1362,451,,False
060360000272,Foothill Middle,https://www.schooldigger.com/go/CA/schools/0360000272/school.aspx,151 N. Fenimore Ave.,Azusa,91702,6,8,Middle,No,No,No,Yes,Azusa Unified,Los Angeles County,1922,2715,1,Middle,29.21,26.9644,91,505,,False
060360000270,Henry Dalton Elementary,https://www.schooldigger.com/go/CA/schools/0360000270/school.aspx,500 E. 10th St.,Azusa,91702,K,5,Elementary,No,No,No,Yes,Azusa Unified,Los Angeles County,3187,5789,2,Elementary,44.95,40.00005,725,300,,False
060360013521,Longfellow,https://www.schooldigger.com/go/CA/schools/0360013521/school.aspx,245 W. 10th St.,Azusa,91702,K,K,Elementary,No,No,No,No,Azusa Unified,Los Angeles County,,,,,,,,26,,False
060360000278,Magnolia Elementary,https://www.schooldigger.com/go/CA/schools/0360000278/school.aspx,945 E. Nearfield,Azusa,91702,K,5,Elementary,No,No,No,Yes,Azusa Unified,Los Angeles County,4231,5789,1,Elementary,26.91,26.53559,-988,358,,False
060360000281,Paramount Elementary,https://www.schooldigger.com/go/CA/schools/0360000281/school.aspx,409 W. Paramount St.,Azusa,91702,K,5,Elementary,No,No,No,Yes,Azusa Unified,Los Angeles County,2393,5789,3,Elementary,58.66,53.69995,-312,544,,False
060360000283,Sierra High,https://www.schooldigger.com/go/CA/schools/0360000283/school.aspx,1040 E. Gladstone St.,Azusa,91702,9,12,High,No,No,No,Yes,Azusa Unified,Los Angeles County,2005,2133,0,High,6.0,10.66717,-227,179,,False
060183513857,Alliance Marine - Innovation and Technology 6-12 Complex,https://www.schooldigger.com/go/CA/schools/0183513857/school.aspx,11933 Allegheny St.,Sun Valley,91352,6,12,High,Yes,No,No,Yes,Alliance Marine - Innovation and Techn 6-12 Complex District,Los Angeles County,515,2133,4,High,75.86,71.17908,,834,,False
060245613900,Fenton Charter Leadership Academy,https://www.schooldigger.com/go/CA/schools/0245613900/school.aspx,8926 Sunland Blvd.,Sun Valley,91352,K,5,Elementary,Yes,No,No,Yes,Fenton Charter Leadership Academy District,Los Angeles County,2441,5789,3,Elementary,57.83,52.7157,,328,,False
060161313872,Fenton STEM Acad: Elementary Center for Sci Technical Engr and Math,https://www.schooldigger.com/go/CA/schools/0161313872/school.aspx,8926 Sunland Blvd.,Sun Valley,91352,K,5,Elementary,Yes,No,No,Yes,Fenton STEM Acad: Elementary Center for Sci Technical Engr,Los Angeles County,2782,5789,3,Elementary,51.94,46.71005,,316,,False
062271003001,Fernangeles Elementary,https://www.schooldigger.com/go/CA/schools/2271003001/school.aspx,12001 Art St.,Sun Valley,91352,K,5,Elementary,No,No,No,Yes,Los Angeles Unified,Los Angeles County,4640,5789,1,Elementary,19.85,21.81423,-12,558,,False
062271003046,Glenwood Elementary,https://www.schooldigger.com/go/CA/schools/2271003046/school.aspx,8001 Ledge Ave.,Sun Valley,91352,K,5,Elementary,No,No,No,Yes,Los Angeles Unified,Los Angeles County,4688,5789,1,Elementary,19.02,21.21395,720,257,,False
060186312942,ISANA Cardinal Academy,https://www.schooldigger.com/go/CA/schools/0186312942/school.aspx,7330 Bakman Ave.,Sun Valley,91352,K,8,Elementary,Yes,No,No,Yes,ISANA Cardinal Academy District,Los Angeles County,2336,5789,3,Elementary,59.65,54.77888,,350,,False
062271003020,John H. Francis Polytechnic,https://www.schooldigger.com/go/CA/schools/2271003020/school.aspx,12431 Roscoe Blvd.,Sun Valley,91352,9,12,High,No,Yes,No,Yes,Los Angeles Unified,Los Angeles County,1106,2133,2,High,48.15,44.9725,-282,2555,,False
060156411339,North Valley Military Institute College Preparatory Academy,https://www.schooldigger.com/go/CA/schools/0156411339/school.aspx,12105 Allegheny St.,Sun Valley,91352,6,12,High,Yes,No,No,Yes,North Valley Military INST College Academy District,Los Angeles County,1534,2133,1,High,28.08,24.71776,,695,,False
069999948579,Our Lady Of The Holy Rosary School,https://www.schooldigger.com/go/CA/schools/9999948579/school.aspx,7802 Vineland Ave,Sun Valley,91352,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,Los Angeles County,,,,,,,,,,True
062271002878,Richard E. Byrd Middle,https://www.schooldigger.com/go/CA/schools/2271002878/school.aspx,8501 Arleta Ave.,Sun Valley,91352,6,8,Middle,No,Yes,No,Yes,Los Angeles Unified,Los Angeles County,2021,2715,1,Middle,25.56,24.11545,-31,1380,,False
061887002278,Benjamin Franklin Intermediate,https://www.schooldigger.com/go/CA/schools/1887002278/school.aspx,700 Stewart Ave.,Colma,94015,6,8,Middle,No,No,No,Yes,Jefferson Elementary,San Mateo County,1441,2715,2,Middle,46.92,40.18642,-380,702,,False
061887002282,Daniel Webster Elementary,https://www.schooldigger.com/go/CA/schools/1887002282/school.aspx,425 El Dorado Dr.,Daly City,94015,K,5,Elementary,No,No,No,Yes,Jefferson Elementary,San Mateo County,2447,5789,3,Elementary,57.73,52.68065,469,346,,False
061887002283,Fernando Rivera Intermediate,https://www.schooldigger.com/go/CA/schools/1887002283/school.aspx,1255 S.gate Ave.,Daly City,94015,6,8,Middle,No,No,No,No,Jefferson Elementary,San Mateo County,822,2715,3,Middle,69.72,63.73391,-421,502,,False
061887002284,Franklin Delano Roosevelt Elementary,https://www.schooldigger.com/go/CA/schools/1887002284/school.aspx,1200 Skyline Dr.,Daly City,94015,K,8,Elementary,No,No,No,No,Jefferson Elementary,San Mateo County,3939,5789,2,Elementary,31.96,29.95417,-701,384,,False
061887002285,Garden Village Elementary,https://www.schooldigger.com/go/CA/schools/1887002285/school.aspx,208 Garden Ln.,Colma,94015,K,5,Elementary,No,No,No,Yes,Jefferson Elementary,San Mateo County,3419,5789,2,Elementary,40.94,36.5313,839,286,,False
063753006345,Junipero Serra Elementary,https://www.schooldigger.com/go/CA/schools/3753006345/school.aspx,151 Victoria St.,Daly City,94015,K,5,Elementary,No,No,No,No,South San Francisco Unified,San Mateo County,1714,5789,4,Elementary,70.39,67.59042,-70,308,,False
061887002288,Margaret Pauline Brown Elementary,https://www.schooldigger.com/go/CA/schools/1887002288/school.aspx,305 E.moor Ave.,Daly City,94015,K,5,Elementary,No,No,No,Yes,Jefferson Elementary,San Mateo County,2836,5789,3,Elementary,51.01,45.69543,95,293,,False
061887002289,Marjorie H. Tobias Elementary,https://www.schooldigger.com/go/CA/schools/1887002289/school.aspx,725 S.gate Ave.,Daly City,94015,K,5,Elementary,No,No,No,No,Jefferson Elementary,San Mateo County,1078,5789,4,Elementary,81.38,81.9063,-54,390,,False
063753006351,Skyline Elementary,https://www.schooldigger.com/go/CA/schools/3753006351/school.aspx,55 Christen Ave.,Daly City,94015,K,5,Elementary,No,No,No,No,South San Francisco Unified,San Mateo County,1689,5789,4,Elementary,70.82,68.21989,211,410,,False
060164813354,Summit Public School: Shasta,https://www.schooldigger.com/go/CA/schools/0164813354/school.aspx,905 Campus Dr.,Daly City,94015,9,12,High,Yes,No,No,Yes,Summit Public School: Shasta District,San Mateo County,59,2133,5,High,97.23,96.81538,,469,,False
069999905492,ABC Childcare Center,https://www.schooldigger.com/go/CA/schools/9999905492/school.aspx,29705 Solana Way,Temecula,92591,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Riverside County,,,,,,,,,,True
060002807222,Chaparral High,https://www.schooldigger.com/go/CA/schools/0002807222/school.aspx,27215 Nicolas Rd.,Temecula,92591,9,12,High,No,No,No,No,Temecula Valley Unified,Riverside County,368,2133,4,High,82.75,79.63782,-106,2924,,False
069999953663,Concord Lutheran Academy,https://www.schooldigger.com/go/CA/schools/9999953663/school.aspx,29581 N General Kearny Rd,Temecula,92591,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Riverside County,,,,,,,,,,True
060002808272,James L. Day Middle,https://www.schooldigger.com/go/CA/schools/0002808272/school.aspx,40775 Camino Campos Verdes,Temecula,92591,6,8,Middle,No,No,No,Yes,Temecula Valley Unified,Riverside County,475,2715,4,Middle,82.5,80.48534,-81,971,,False
060002809505,Margarita Middle,https://www.schooldigger.com/go/CA/schools/0002809505/school.aspx,30600 Margarita Rd.,Temecula,92591,6,8,Middle,No,No,No,Yes,Temecula Valley Unified,Riverside County,600,2715,4,Middle,77.9,75.0203,-74,774,,False
060002809684,Nicolas Valley Elementary,https://www.schooldigger.com/go/CA/schools/0002809684/school.aspx,39600 N. General Kearney Rd.,Temecula,92591,K,5,Elementary,No,No,No,Yes,Temecula Valley Unified,Riverside County,1110,5789,4,Elementary,80.83,81.23322,468,749,,False
060002809503,Rancho Elementary,https://www.schooldigger.com/go/CA/schools/0002809503/school.aspx,31530 La Serena Way,Temecula,92591,K,5,Elementary,No,No,No,Yes,Temecula Valley Unified,Riverside County,1627,5789,4,Elementary,71.89,69.38294,-323,504,,False
060002809506,Temecula Elementary,https://www.schooldigger.com/go/CA/schools/0002809506/school.aspx,41951 Moraga Rd.,Temecula,92591,K,5,Elementary,No,No,No,Yes,Temecula Valley Unified,Riverside County,2802,5789,3,Elementary,51.6,46.33094,-156,599,,False
060002810353,Ysabel Barnett Elementary,https://www.schooldigger.com/go/CA/schools/0002810353/school.aspx,39925 Harveston Dr.,Temecula,92591,K,5,Elementary,No,No,No,No,Temecula Valley Unified,Riverside County,765,5789,4,Elementary,86.79,87.72405,5,833,,False
060234308628,Adelante Charter,https://www.schooldigger.com/go/CA/schools/0234308628/school.aspx,1102 E. Yanonali St.,Santa Barbara,93103,K,6,Elementary,Yes,No,No,Yes,Adelante Charter District,Santa Barbara County,5079,5789,1,Elementary,12.26,16.95171,,300,,False
060141406016,Cleveland Elementary,https://www.schooldigger.com/go/CA/schools/0141406016/school.aspx,123 Alameda Padre Serra,Santa Barbara,93103,K,6,Elementary,No,No,No,Yes,Santa Barbara Unified,Santa Barbara County,5527,5789,0,Elementary,4.53,10.63575,-297,316,,False
060141406018,Franklin Elementary,https://www.schooldigger.com/go/CA/schools/0141406018/school.aspx,1111 E. Mason St.,Santa Barbara,93103,K,6,Elementary,No,No,No,Yes,Santa Barbara Unified,Santa Barbara County,2016,5789,3,Elementary,65.18,60.93012,-58,524,,False
069999940319,Providence,https://www.schooldigger.com/go/CA/schools/9999940319/school.aspx,630 E Canon Perdido St,Santa Barbara,93103,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
060141406030,Santa Barbara Junior High,https://www.schooldigger.com/go/CA/schools/0141406030/school.aspx,721 E. Cota St.,Santa Barbara,93103,7,8,Middle,No,No,No,Yes,Santa Barbara Unified,Santa Barbara County,1075,2715,3,Middle,60.41,53.20575,-183,807,,False
069999940345,Santa Barbara Middle School,https://www.schooldigger.com/go/CA/schools/9999940345/school.aspx,1321 Alameda Padre Serra,Santa Barbara,93103,6,9,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
060141406031,Santa Barbara Senior High,https://www.schooldigger.com/go/CA/schools/0141406031/school.aspx,700 E. Anapamu St.,Santa Barbara,93103,9,12,High,No,No,No,Yes,Santa Barbara Unified,Santa Barbara County,451,2133,4,High,78.86,75.10372,195,2191,,False
060141414138,Santa Barbara Unified Early Childhood,https://www.schooldigger.com/go/CA/schools/0141414138/school.aspx,1030 E. Yanonali St.,Santa Barbara,93103,,,,No,(n/a),(n/a),(n/a),Santa Barbara Unified,Santa Barbara County,,,,,,,,,,False
069999948672,Sunrise Montessori School,https://www.schooldigger.com/go/CA/schools/9999948672/school.aspx,1201 E Yanonali St,Santa Barbara,93103,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Santa Barbara County,,,,,,,,,,True
069105109264,Alameda County Juvenile Hall/Court,https://www.schooldigger.com/go/CA/schools/9105109264/school.aspx,2500 Fairmont Ave.,San Leandro,94578,K,12,Other,No,No,No,No,Alameda County Office of Education,Alameda County,,,,,,,,73,,False
069999905672,Assumption School,https://www.schooldigger.com/go/CA/schools/9999905672/school.aspx,1851 136th Ave,San Leandro,94578,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Alameda County,,,,,,,,,,True
063471005853,Hillside Elementary,https://www.schooldigger.com/go/CA/schools/3471005853/school.aspx,15980 Marcella St.,San Leandro,94578,K,5,Elementary,No,No,No,Yes,San Lorenzo Unified,Alameda County,5631,5789,0,Elementary,2.73,8.86343,-694,439,,False
069999906859,International Bible Baptist Academy,https://www.schooldigger.com/go/CA/schools/9999906859/school.aspx,15963 Marcella St,San Leandro,94578,K,7,Private,(n/a),(n/a),(n/a),(n/a),,Alameda County,,,,,,,,,,True
063468005834,Jefferson Elementary,https://www.schooldigger.com/go/CA/schools/3468005834/school.aspx,14300 Bancroft Ave.,San Leandro,94578,K,5,Elementary,No,No,No,Yes,San Leandro Unified,Alameda County,4855,5789,1,Elementary,16.13,19.39563,-65,566,,False
063468005838,Monroe Elementary,https://www.schooldigger.com/go/CA/schools/3468005838/school.aspx,3750 Monterey Blvd.,San Leandro,94578,K,5,Elementary,No,No,No,Yes,San Leandro Unified,Alameda County,2813,5789,3,Elementary,51.41,46.06982,443,441,,False
069999907454,Montessori School Of San Leandro,https://www.schooldigger.com/go/CA/schools/9999907454/school.aspx,16492 Foothill Blvd,San Leandro,94578,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Alameda County,,,,,,,,,,True
069999908203,Seneca Family Of Agencies James Baldwin Academy,https://www.schooldigger.com/go/CA/schools/9999908203/school.aspx,2275 Arlington Dr,San Leandro,94578,3,12,Private,(n/a),(n/a),(n/a),(n/a),,Alameda County,,,,,,,,,,True
063315005130,Alcott Elementary,https://www.schooldigger.com/go/CA/schools/3315005130/school.aspx,2433 Central Ave.,Riverside,92506,K,6,Elementary,No,No,No,Yes,Riverside Unified,Riverside County,2563,5789,3,Elementary,55.73,50.71494,82,739,,False
060000710348,California School for the Deaf-Riverside,https://www.schooldigger.com/go/CA/schools/0000710348/school.aspx,3044 Horace St.,Riverside,92506,K,12,Other,No,No,No,(n/a),CA School for the Deaf-Riverside (State Special Schl),Riverside County,,,,,,,,337,,False
063315005133,Castle View Elementary,https://www.schooldigger.com/go/CA/schools/3315005133/school.aspx,6201 Shaker Dr.,Riverside,92506,K,6,Elementary,No,No,No,No,Riverside Unified,Riverside County,2211,5789,3,Elementary,61.81,56.84808,365,621,,False
063315005134,Central Middle,https://www.schooldigger.com/go/CA/schools/3315005134/school.aspx,4795 Magnolia Ave.,Riverside,92506,7,8,Middle,No,No,No,Yes,Riverside Unified,Riverside County,2172,2715,1,Middle,20.0,20.27584,-484,700,,False
063315014166,Educational Options Center State Preschool,https://www.schooldigger.com/go/CA/schools/3315014166/school.aspx,6401 Lincoln Ave.,Riverside,92506,,,,No,(n/a),(n/a),(n/a),Riverside Unified,Riverside County,,,,,,,,,,False
060200813730,Gateway College and Career Academy,https://www.schooldigger.com/go/CA/schools/0200813730/school.aspx,4800 Magnolia Ave.,Riverside,92506,9,12,High,Yes,No,No,(n/a),Gateway College and Career Academy District,Riverside County,1674,2133,1,High,21.52,17.64385,,135,,False
069999944576,Growing Place,https://www.schooldigger.com/go/CA/schools/9999944576/school.aspx,4259 Jurupa Ave,Riverside,92506,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Riverside County,,,,,,,,,,True
069999953762,Hawarden Hills Academy,https://www.schooldigger.com/go/CA/schools/9999953762/school.aspx,6696 Via Vista Dr,Riverside,92506,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Riverside County,,,,,,,,,,True
063315005151,Magnolia Elementary,https://www.schooldigger.com/go/CA/schools/3315005151/school.aspx,3975 Maplewood Pl.,Riverside,92506,K,6,Elementary,No,No,No,Yes,Riverside Unified,Riverside County,2720,5789,3,Elementary,53.01,47.72397,-209,635,,False
063315005138,Matthew Gage Middle,https://www.schooldigger.com/go/CA/schools/3315005138/school.aspx,6400 Lincoln Ave.,Riverside,92506,7,8,Middle,No,No,No,Yes,Riverside Unified,Riverside County,1321,2715,3,Middle,51.34,44.0876,-77,948,,False
069999905552,Alice's Montessori Learning Center,https://www.schooldigger.com/go/CA/schools/9999905552/school.aspx,3158 Putnam Blvd,Walnut Creek,94597,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,Contra Costa County,,,,,,,,,,True
064125006827,Buena Vista Elementary,https://www.schooldigger.com/go/CA/schools/4125006827/school.aspx,2355 San Juan Ave.,Walnut Creek,94597,K,5,Elementary,No,No,No,No,Walnut Creek Elementary,Contra Costa County,700,5789,4,Elementary,87.91,89.04976,-77,460,,False
069999906154,Contra Costa Christian School,https://www.schooldigger.com/go/CA/schools/9999906154/school.aspx,2721 Larkey Ln,Walnut Creek,94597,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,Contra Costa County,,,,,,,,,,True
069999953733,Fusion Academy Walnut Creek,https://www.schooldigger.com/go/CA/schools/9999953733/school.aspx,3003 Oak Rd Ste 150,Walnut Creek,94597,6,12,Private,(n/a),(n/a),(n/a),(n/a),,Contra Costa County,,,,,,,,,,True
069999944568,Fusion Academy--Walnut Creek,https://www.schooldigger.com/go/CA/schools/9999944568/school.aspx,3003 Oak Rd,Walnut Creek,94597,6,12,Private,(n/a),(n/a),(n/a),(n/a),,Contra Costa County,,,,,,,,,,True
069999907837,Palmer School,https://www.schooldigger.com/go/CA/schools/9999907837/school.aspx,2740 Jones Rd,Walnut Creek,94597,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Contra Costa County,,,,,,,,,,True
069999944741,Walnut Creek Christian Academy,https://www.schooldigger.com/go/CA/schools/9999944741/school.aspx,2336 Buena Vista Ave,Walnut Creek,94597,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,Contra Costa County,,,,,,,,,,True
064125006831,Walnut Creek Intermediate,https://www.schooldigger.com/go/CA/schools/4125006831/school.aspx,2425 Walnut Blvd.,Walnut Creek,94597,6,8,Middle,No,No,No,Yes,Walnut Creek Elementary,Contra Costa County,273,2715,4,Middle,89.94,89.68261,-59,1051,,False
069999954117,Wellspring Educational Services Inc,https://www.schooldigger.com/go/CA/schools/9999954117/school.aspx,1543 Sunnyvale Ave,Walnut Creek,94597,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,Contra Costa County,,,,,,,,,,True
061146001260,Alameda Elementary,https://www.schooldigger.com/go/CA/schools/1146001260/school.aspx,8613 E. Alameda St.,Downey,90242,K,4,Elementary,No,No,No,Yes,Downey Unified,Los Angeles County,,,,,,,,693,,False
069999953631,Calvary Chapel Christian School,https://www.schooldigger.com/go/CA/schools/9999953631/school.aspx,12808 Woodruff Ave,Downey,90242,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,Los Angeles County,,,,,,,,,,True
061146001261,Carpenter (C. C.) Elementary,https://www.schooldigger.com/go/CA/schools/1146001261/school.aspx,9439 E. Foster Rd.,Downey,90242,K,5,Elementary,No,No,No,Yes,Downey Unified,Los Angeles County,2891,5789,3,Elementary,50.06,44.69228,-326,360,,False
061146001267,Gauldin (A.L.) Elementary,https://www.schooldigger.com/go/CA/schools/1146001267/school.aspx,9724 Spry St.,Downey,90242,K,5,Elementary,No,No,No,Yes,Downey Unified,Los Angeles County,3666,5789,2,Elementary,36.67,33.37495,-333,576,,False
061146001269,Imperial Elementary,https://www.schooldigger.com/go/CA/schools/1146001269/school.aspx,8133 Imperial Hwy.,Downey,90242,K,3,Elementary,No,No,No,Yes,Downey Unified,Los Angeles County,,,,,,,,553,,False
061146010237,Lewis (Ed C.) Elementary,https://www.schooldigger.com/go/CA/schools/1146010237/school.aspx,13220 S. Bellflower Blvd.,Downey,90242,K,5,Elementary,No,No,No,Yes,Downey Unified,Los Angeles County,1810,5789,3,Elementary,68.73,65.65137,-276,879,,False
060011010923,Los Angeles County Regional Occupational Program,https://www.schooldigger.com/go/CA/schools/0011010923/school.aspx,9300 Imperial Hwy. Clark Bldg.,Downey,90242,9,12,High,No,(n/a),(n/a),(n/a),Los Angeles County Regional Occupational Program,Los Angeles County,,,,,,,,0,,False
061146007107,Old River Elementary,https://www.schooldigger.com/go/CA/schools/1146007107/school.aspx,11995 Old River Sch Rd.,Downey,90242,4,5,Elementary,No,No,No,Yes,Downey Unified,Los Angeles County,2184,5789,3,Elementary,62.27,57.66158,-57,661,,False
069999908729,St Raymond School,https://www.schooldigger.com/go/CA/schools/9999908729/school.aspx,12320 Paramount Blvd,Downey,90242,K,8,Private,(n/a),(n/a),(n/a),(n/a),,Los Angeles County,,,,,,,,,,True
061146001279,Stauffer (Mary R.) Middle,https://www.schooldigger.com/go/CA/schools/1146001279/school.aspx,11985 Old River Sch Rd.,Downey,90242,6,8,Middle,No,No,No,Yes,Downey Unified,Los Angeles County,1127,2715,3,Middle,58.49,50.97362,-37,1343,,False
062580003863,Armada Elementary,https://www.schooldigger.com/go/CA/schools/2580003863/school.aspx,25201 John F. Kennedy Dr.,Moreno Valley,92551,K,5,Elementary,No,No,No,Yes,Moreno Valley Unified,Riverside County,4836,5789,1,Elementary,16.46,19.58312,-648,830,,False
069113513435,El Potrero Pre-School,https://www.schooldigger.com/go/CA/schools/9113513435/school.aspx,16820 Via Pamplona,Moreno Valley,92551,,,,No,(n/a),(n/a),(n/a),Val Verde Unified,Riverside County,,,,,,,,,,False
069113511725,March Middle,https://www.schooldigger.com/go/CA/schools/9113511725/school.aspx,15800 Indian Ave.,Moreno Valley,92551,6,8,Middle,No,No,No,Yes,Val Verde Unified,Riverside County,1896,2715,2,Middle,30.17,27.42835,-59,789,,False
069113510290,Mary McLeod Bethune Elementary,https://www.schooldigger.com/go/CA/schools/9113510290/school.aspx,25390 Krameria St.,Moreno Valley,92551,K,5,Elementary,No,No,No,Yes,Val Verde Unified,Riverside County,2876,5789,3,Elementary,50.32,45.00001,742,542,,False
069113510287,Rainbow Ridge Elementary,https://www.schooldigger.com/go/CA/schools/9113510287/school.aspx,15950 Indian Ave.,Moreno Valley,92551,K,5,Elementary,No,No,No,Yes,Val Verde Unified,Riverside County,3761,5789,2,Elementary,35.03,32.16793,-271,761,,False
069113510283,Rancho Verde High,https://www.schooldigger.com/go/CA/schools/9113510283/school.aspx,17750 Lasselle St.,Moreno Valley,92551,9,12,High,No,No,No,Yes,Val Verde Unified,Riverside County,804,2133,3,High,62.31,57.36238,189,1972,,False
069113512749,Val Verde Academy,https://www.schooldigger.com/go/CA/schools/9113512749/school.aspx,25100 Red Maple Ln.,Moreno Valley,92551,K,12,Other,No,No,Yes,Yes,Val Verde Unified,Riverside County,,,,,,,,115,,False
069113510288,Victoriano Elementary,https://www.schooldigger.com/go/CA/schools/9113510288/school.aspx,25650 Los Cabos Dr.,Moreno Valley,92551,K,5,Elementary,No,No,No,Yes,Val Verde Unified,Riverside County,1622,5789,4,Elementary,71.98,69.49491,452,814,,False
