name,county_name,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
92064,San Diego,Poway,106033614,108030,138120,45741,20.8%,34186,118992,125863,73927,15983,1549,1889,2140,1887,3110,2087,3321,49805,1216.5,41.0,30.5%,17.8%,3.6%,5.6%,16616,687000
92065,San Diego,Poway; Ramona; San Diego Country Estates,427808870,98366,117821,39033,12.1%,48694,105015,114551,68784,11883,1044,1537,1849,1637,2748,1630,1438,37505,227.1,40.4,18.2%,10.0%,3.2%,4.4%,12873,515000
92069,San Diego,San Marcos,42610296,71488,94948,29886,8.1%,40305,77326,86119,55412,14956,2008,2969,2942,1535,2882,1403,1217,50376,3062.0,34.3,18.7%,9.1%,7.8%,4.4%,15674,513700
92071,San Diego,El Cajon; San Diego; Santee,45536861,87334,100321,35003,7.9%,32426,96782,104363,48304,19168,1843,3161,3207,2767,4396,2288,1506,57710,3282.4,38.2,20.8%,8.8%,4.8%,5.3%,20008,445400
92075,San Diego,Encinitas; San Diego; Solana Beach,9172786,106934,151720,64310,24.9%,60743,106350,135455,79758,5299,439,753,704,553,1039,492,1319,12752,3600.6,45.1,37.4%,29.8%,2.5%,3.2%,6363,1202900
92078,San Diego,Lake San Marcos; San Marcos,43197996,85335,112929,40428,15.3%,38936,119790,107090,50500,17532,2649,2908,2383,1813,3273,1824,2682,50510,3028.4,38.8,30.5%,15.7%,5.4%,3.6%,18729,572100
92081,San Diego,Carlsbad; Oceanside; Vista,22990917,82989,98388,36173,6.6%,29327,87119,98333,56693,10280,1044,1775,1658,1629,2227,1273,674,29596,3334.1,35.9,22.0%,12.1%,3.8%,4.9%,10598,550300
92082,San Diego,Escondido; Pala; Valley Center,318246952,95889,113499,37962,13.9%,53438,105146,125000,77545,5992,849,689,848,757,1268,749,832,18705,152.2,42.9,21.1%,10.1%,6.7%,4.6%,6542,591600
92083,San Diego,Oceanside; Vista,14413610,67693,78693,24157,4.5%,53897,67019,73438,54875,11274,1607,2182,2565,1900,1855,660,505,39509,7099.4,31.9,11.1%,5.6%,10.3%,4.4%,11939,421900
92084,San Diego,Bonsall; San Marcos; Vista,67771250,73645,98395,30430,8.7%,48657,66441,95054,61519,14877,1505,2918,3145,1792,2643,1577,1297,51619,1972.7,34.3,17.9%,7.1%,7.3%,4.8%,15429,548400
92101,San Diego,San Diego,12218128,71925,103467,63001,11.8%,52366,88413,66081,26076,24355,5804,3551,3259,2930,3799,2133,2879,41159,8724.8,38.5,31.3%,22.0%,4.5%,5.5%,28420,610300
92102,San Diego,San Diego,12008565,51744,67709,24406,3.8%,36702,56137,53881,35789,14757,3138,3988,3000,1661,1850,564,556,44010,9492.0,33.3,15.7%,7.6%,17.8%,5.0%,15896,429000
92103,San Diego,San Diego,9755531,78720,111680,60318,12.2%,39853,87396,86739,57641,18273,2835,2956,2903,2603,3107,1634,2235,34700,9212.5,40.2,35.4%,28.4%,2.9%,3.7%,20158,774700
92104,San Diego,San Diego,9808401,67668,86445,41888,6.2%,48071,73195,72168,38750,21077,3148,4571,3931,2914,3789,1421,1303,45435,11997.5,33.9,30.5%,18.8%,7.0%,4.8%,23233,608100
92105,San Diego,San Diego,14423444,43282,56959,18647,1.4%,39333,41816,49753,28255,21958,6336,6050,3938,2339,2338,639,318,73623,13220.3,31.5,10.9%,4.6%,23.3%,8.4%,23329,398400
92106,San Diego,San Diego,14645924,103840,153416,60984,23.3%,41307,109861,119173,92891,7711,847,976,1228,657,1521,683,1799,20155,3564.2,38.8,27.7%,30.3%,3.1%,5.3%,8346,1032700
92107,San Diego,San Diego,8123930,85299,110959,50759,11.4%,52279,90054,91579,72433,13743,1497,2232,2323,1812,2628,1682,1569,31223,9954.2,35.8,34.5%,23.1%,4.7%,3.1%,14691,859700
92108,San Diego,San Diego,11404359,75296,92207,47724,6.5%,40546,86533,84257,51447,11072,1472,1907,2133,1389,2448,999,724,22280,5059.9,31.9,36.5%,21.2%,7.1%,6.8%,12376,384800
92109,San Diego,San Diego,19678062,80467,105397,51870,10.9%,54712,87712,76049,62052,21973,2425,3873,3833,3394,4009,2038,2401,47111,6200.7,32.1,43.9%,22.0%,4.4%,3.0%,26314,888800
92110,San Diego,San Diego,12591847,73651,98005,39476,10.7%,36528,81167,84196,49523,11388,1971,1899,2008,1390,2117,788,1215,30108,6192.8,33.0,30.0%,16.7%,7.3%,5.8%,12425,592200
92111,San Diego,San Diego,21913837,74217,91404,33111,8.2%,28438,86557,81930,49597,17120,2592,3220,2805,2648,3016,1443,1396,50693,5991.4,35.6,26.5%,13.0%,9.4%,7.3%,17844,543600
92113,San Diego,San Diego,13640106,40310,52941,16511,1.7%,33929,39194,45619,32422,13581,3949,4212,2564,1257,1100,268,231,58408,11090.5,26.8,6.4%,2.2%,25.2%,9.9%,14476,353900
92114,San Diego,San Diego,21336482,66015,80744,23514,3.9%,60333,60329,80482,58240,18081,2685,3860,3687,2674,3212,1259,704,68851,8357.7,35.5,13.9%,4.4%,10.8%,9.8%,18970,415100
92115,San Diego,San Diego,16845692,51636,73784,25970,5.3%,30872,57783,58611,39735,21203,5432,4875,3977,2178,2570,1041,1130,64343,9892.6,28.3,20.2%,12.4%,11.4%,6.5%,23089,499100
92116,San Diego,San Diego,8895045,74559,98095,49349,9.0%,44643,82033,76983,56140,16317,2156,2982,3054,2476,2861,1324,1464,33408,9727.5,36.2,32.4%,20.6%,6.9%,4.0%,17897,639800
92117,San Diego,San Diego,22756758,86243,104505,40611,10.6%,63325,101809,100067,61907,21046,2679,3203,3065,2835,4466,2574,2224,56983,6485.3,37.6,28.2%,17.5%,6.3%,3.8%,21913,612000
92118,San Diego,Coronado; San Diego,20195994,108967,157746,63460,23.1%,46875,103771,140574,96300,8435,857,813,987,1086,1847,898,1947,22548,2891.6,42.2,33.3%,31.4%,4.5%,4.3%,11119,1617000
92119,San Diego,San Diego,17724953,92500,114221,45936,13.1%,78516,114429,102614,57463,9538,1239,1058,1413,1473,1757,1350,1248,24831,3628.3,43.7,26.9%,22.1%,5.2%,3.4%,9815,579300
92120,San Diego,San Diego,17524461,97747,124451,48925,17.1%,25570,113425,119608,72629,11755,1377,1478,1648,1552,2284,1406,2010,30550,4515.1,39.3,30.9%,19.4%,3.5%,5.0%,12347,615100
92121,San Diego,Del Mar; San Diego,31744024,107786,136397,54678,21.5%,16563,108839,163182,102738,1858,211,211,119,234,435,248,400,4729,385.8,31.8,41.2%,39.9%,1.2%,6.3%,1949,774200
92122,San Diego,San Diego,41297838,79816,101188,43620,12.5%,18000,95267,109580,69819,19957,3628,2982,2727,2692,3286,2147,2495,48071,3014.8,30.4,34.7%,39.2%,5.3%,5.2%,21467,732600
92123,San Diego,San Diego,21199395,81899,102995,41848,10.6%,59306,85750,97292,62188,12438,1359,1809,2364,2074,2290,1218,1324,32473,3967.3,33.5,31.2%,16.0%,7.5%,5.8%,13194,568100
92124,San Diego,San Diego,27420658,93147,115106,40551,14.0%,51944,88564,126276,89940,11148,922,1475,1543,2075,2355,1220,1558,32600,3079.2,32.1,32.9%,18.3%,7.0%,4.2%,11762,632900
92126,San Diego,San Diego,32683242,96915,112829,37081,10.0%,62708,105543,104300,71057,25218,2226,3278,4005,3446,6137,3611,2515,82658,6550.2,34.5,29.5%,15.3%,5.2%,4.5%,25812,547100
92128,San Diego,San Diego,28967730,103238,123553,51182,16.0%,64852,119407,120672,64487,20810,1694,2290,2972,3079,4987,2455,3333,51357,4591.8,44.0,34.5%,27.1%,3.4%,5.0%,21567,623100
92129,San Diego,San Diego,36406553,125250,148479,50304,25.6%,80234,131272,147255,79299,18043,1680,1469,1847,2000,3592,2837,4618,54762,3895.8,39.3,35.2%,27.0%,4.2%,5.1%,18457,722200
92130,San Diego,Fairbanks Ranch; San Diego,47814706,155452,199084,71263,37.1%,30341,145228,175323,111953,19908,1456,1413,1461,1699,3429,3056,7394,56134,3040.6,39.0,33.8%,45.6%,4.4%,4.8%,20892,1064700
92131,San Diego,San Diego,65240748,137500,168690,58982,30.3%,55662,142620,156810,103182,11980,604,929,1352,1160,2690,1610,3635,34727,1378.6,40.0,37.3%,31.9%,3.2%,4.4%,12077,790200
92139,San Diego,Bonita; National City; San Diego,9370157,69541,82706,25642,3.2%,50900,70166,87440,52788,10350,1122,2278,2193,1477,2159,786,335,36105,9979.7,35.1,16.9%,4.1%,7.4%,8.9%,11236,411100
92154,San Diego,Chula Vista; Imperial Beach; San Diego,96268797,66498,79498,21878,3.6%,60417,71796,69607,50555,22449,3381,4957,4441,3637,3619,1597,817,88979,2393.9,35.2,13.4%,3.3%,9.9%,8.9%,23534,411200
92173,San Diego,San Diego,13069237,46549,58396,16542,1.5%,37663,51015,51125,23922,7947,2048,2235,1522,874,899,248,121,31000,6143.4,31.5,7.1%,2.1%,20.2%,10.9%,8266,364100
92201,Riverside,Indio,58669995,45848,62150,23842,2.5%,26714,40486,56208,39715,23607,6512,6081,4509,2358,2582,965,600,65726,2901.5,38.3,8.8%,4.6%,13.0%,10.0%,27735,246300
92211,Riverside,Bermuda Dunes; Desert Palms; Indian Wells; Indio; Palm Desert; Thousand Palms,38994252,63936,102559,53257,10.4%,26313,61895,86000,61049,12717,2333,2768,2184,1369,1869,870,1324,25056,1664.2,65.7,24.4%,16.2%,7.5%,4.8%,21023,370700
92220,Riverside,Banning,321742430,42963,60862,23514,2.7%,25917,45426,53417,37910,11919,3194,3713,1953,1217,1212,313,317,33525,269.9,42.1,9.2%,6.2%,15.6%,9.3%,12921,239600
92223,Riverside,Banning; Beaumont; Calimesa; Cherry Valley,112494756,80148,92396,29416,6.3%,42656,89966,91905,47744,16868,2395,2898,2735,2398,3894,1490,1058,55580,1279.6,35.8,16.1%,8.8%,8.5%,6.4%,17805,317000
92225,Riverside,Blythe; Mesa Verde; Ripley,1551558387,44647,62439,18008,2.4%,14414,51543,48796,25625,5950,2047,1219,866,692,681,305,140,22460,37.5,36.2,5.2%,2.8%,19.9%,9.7%,9144,149400
92234,Riverside,Cathedral City; Palm Springs,40747566,46521,70630,26788,4.5%,25721,45916,57924,36139,18816,5242,4630,3092,2024,2233,748,847,54357,3455.0,39.4,13.9%,7.7%,15.1%,6.4%,23620,279500
92240,Riverside,Desert Hot Springs; Garnet; Palm Springs,94745057,37060,50186,19357,0.9%,29946,38253,34320,37738,12734,4495,3706,1878,1151,1153,236,115,35278,964.4,37.4,8.3%,4.9%,23.5%,9.1%,15851,197600
92243,Imperial,El Centro; Imperial; Seeley,285536421,48290,67739,19936,4.0%,31645,59531,52991,37147,13001,3777,3008,2123,1345,1585,641,522,50402,457.2,33.4,11.2%,6.6%,21.0%,12.3%,15589,192400
92249,Imperial,Calexico; Heber,55533708,47021,55822,15307,2.0%,42122,59226,1,30846,1936,533,468,322,227,327,20,39,7861,366.6,30.1,14.6%,1.2%,23.2%,6.2%,2274,216800
92251,Imperial,Imperial,516782193,83566,92335,21868,6.2%,37000,93414,83640,36081,5352,733,781,573,1587,980,365,333,23970,120.1,30.7,12.0%,6.4%,6.3%,11.1%,6708,243300
92252,San Bernardino,Joshua Tree,232863466,38333,54890,23978,4.0%,20855,37878,49196,29410,3932,1574,950,655,210,182,205,156,9351,104.0,40.5,11.3%,6.6%,18.9%,13.4%,5354,146800
92253,Riverside,La Quinta; Vista Santa Rosa,90610564,79027,121816,48326,14.0%,40233,69479,103585,73246,15815,2004,3154,2448,1814,2764,1410,2221,40929,1169.9,47.8,22.8%,13.5%,7.5%,7.4%,25835,398200
92260,Riverside,Palm Desert,73542121,56898,89573,42237,7.6%,43011,54900,73192,50520,15837,3434,3676,2704,1790,1917,1113,1203,34660,1220.6,52.6,21.9%,13.5%,9.5%,5.0%,24535,334300
92262,Riverside,Palm Springs,95018786,52092,86724,42052,8.8%,26831,46570,62367,50357,13458,3415,3073,2038,1353,1639,751,1189,28618,780.1,51.9,21.8%,16.2%,14.9%,9.7%,20405,408600
92264,Riverside,Palm Springs,135018843,53778,88733,50300,9.5%,39792,54000,58042,51229,11058,2739,2431,1767,1061,1359,652,1049,20072,385.0,59.7,23.5%,18.3%,9.1%,7.4%,18512,365100
92274,Imperial; Riverside,Coachella; Desert Shores; La Quinta; Mecca; Oasis; Salton City; Salton Sea Beach; Thermal; Vista Santa Rosa,463279162,28660,37486,13669,0.1%,2499,29775,22140,39405,5036,2340,1397,610,482,133,68,6,15317,85.6,34.4,3.9%,1.6%,32.1%,14.3%,6559,111900
92277,Riverside; San Bernardino,Twentynine Palms,3613108254,43080,54265,21489,0.9%,33561,52529,44231,30117,8911,2503,2668,1649,1142,672,194,83,23172,16.6,26.8,13.7%,6.7%,18.2%,10.0%,12152,141200
92284,San Bernardino,Homestead Valley; Yucca Valley,285068631,42360,63783,26209,2.3%,26000,65426,44725,32426,10573,2883,3106,1290,1302,1197,547,248,26182,237.9,43.1,9.8%,6.8%,17.0%,11.9%,12068,168600
92301,San Bernardino,Adelanto; Victorville,441691803,44574,57223,14244,2.1%,29500,47482,45900,29408,7956,2029,2331,1633,866,725,203,169,34250,200.8,27.7,4.4%,1.7%,24.5%,12.8%,8649,194200
92307,San Bernardino,Apple Valley,440513292,60732,82610,27531,5.6%,41823,64518,69626,50159,12772,1916,3369,2111,1841,1869,955,711,39149,230.2,35.9,11.0%,8.1%,12.6%,9.6%,14043,259500
92308,San Bernardino,Apple Valley; Lucerne Valley,241644637,52330,69348,23982,4.0%,33938,62669,58876,39573,14125,3097,3670,2631,1647,1725,796,559,42207,452.4,39.4,10.8%,5.9%,13.5%,11.1%,15711,247800
92310,San Bernardino,Fort Irwin,7751671,54787,60449,20342,0.0%,49250,54907,58865,1,2708,160,1004,830,443,238,33,0,9872,3298.4,22.1,23.1%,8.9%,8.0%,15.8%,2936,1
92311,San Bernardino,Barstow; Lenwood,643126635,43395,57229,20292,2.4%,24697,37426,52813,39989,11429,3443,3067,2255,1157,905,330,272,33454,134.7,31.2,6.3%,4.0%,26.7%,7.6%,13212,121000
92313,San Bernardino,Colton; Grand Terrace,9026365,71971,86474,31292,3.9%,65987,72500,85741,49667,4377,551,823,913,642,789,488,171,12547,3600.2,37.4,15.2%,11.9%,4.6%,6.2%,4738,324800
92315,San Bernardino,Big Bear Lake,32840082,51155,77444,33938,5.8%,52500,51488,50906,51319,2243,553,532,359,300,296,73,130,5247,413.8,43.7,16.9%,11.5%,12.8%,3.0%,10204,392200
92324,Riverside; San Bernardino,Colton; Grand Terrace; Highgrove; Loma Linda,76994768,54435,66926,21457,2.3%,39291,55288,61592,39258,18325,3241,4948,3692,2775,2433,812,424,59972,2017.4,31.6,11.9%,5.8%,11.6%,7.1%,20564,265400
92325,San Bernardino,Crestline,26182070,64667,76377,31755,2.8%,45602,65670,73700,55787,3154,712,491,590,409,602,263,87,7948,786.2,42.3,15.7%,9.6%,9.7%,3.5%,6302,261200
92335,San Bernardino,Bloomington; Fontana,44943476,53099,62329,16894,1.7%,42375,55668,59493,30333,25098,5530,6328,5724,3426,2925,743,422,99306,5722.8,29.3,7.7%,1.4%,17.5%,9.0%,26136,306500
92336,San Bernardino,Fontana,64466270,92569,107823,28789,10.6%,41500,100049,98511,69394,25079,1920,3174,4587,3957,5909,2865,2667,98346,3951.1,32.9,17.5%,6.8%,6.3%,5.5%,25702,417900
92337,San Bernardino,Fontana,36077348,83081,93095,25107,4.3%,62656,80529,91285,57646,10022,919,1662,1953,1711,2392,954,431,39240,2817.0,30.2,14.6%,3.2%,8.7%,5.9%,10371,352100
92344,San Bernardino,Hesperia; Oak Hills; Phelan,99719386,83095,100765,26887,7.3%,83750,92986,82284,50313,6003,543,1123,758,1372,1131,639,437,23349,606.4,34.2,8.8%,5.1%,5.4%,6.1%,6409,304800
92345,San Bernardino,Hesperia,212463370,51118,62421,18894,1.8%,25530,49974,59217,41475,23946,5806,5879,4827,3113,3120,769,432,82110,1000.9,32.0,6.7%,3.7%,17.8%,10.4%,25288,232800
92346,San Bernardino,Highland; Redlands; San Bernardino,65960922,66560,89558,26493,7.9%,31765,59502,89391,52500,17747,3186,3340,3127,2177,3136,1376,1405,63857,2507.4,34.0,11.5%,9.5%,13.9%,7.6%,18585,335100
92354,San Bernardino,Loma Linda; San Bernardino,12649770,57855,77409,29625,6.4%,27984,56307,78711,41446,8037,1496,1950,1361,1143,1203,370,514,22050,4514.6,38.2,25.4%,22.0%,9.8%,6.2%,8667,372300
92359,San Bernardino,Highland; Mentone; Redlands; Yucaipa,43373942,65352,80112,28131,2.9%,36105,73429,81969,49750,3097,421,629,651,532,480,295,89,9170,547.6,36.9,14.0%,8.4%,4.3%,7.2%,3214,306400
92363,San Bernardino,Needles,512535296,33942,49940,20775,1.3%,31094,31875,35245,34113,2188,854,536,390,127,186,66,29,5348,27.0,42.3,7.4%,4.8%,19.9%,9.6%,4037,89700
92368,San Bernardino,Adelanto; Victorville,72328013,31000,55077,15982,6.6%,35313,33971,22955,27857,290,117,94,23,14,12,11,19,1019,36.5,31.0,5.4%,1.9%,29.5%,13.6%,397,149000
92373,Riverside; San Bernardino,Calimesa; Loma Linda; Redlands; Yucaipa,105501970,78484,110297,43028,13.5%,26860,75525,106478,54474,12712,1883,2368,1893,1728,2136,994,1710,33353,818.8,39.3,24.7%,25.3%,5.6%,4.5%,14365,456400
92374,San Bernardino,Loma Linda; Mentone; Redlands; Yucaipa,48420666,71245,94065,31238,8.5%,29120,78867,84071,51720,13921,2457,2436,2402,1829,2596,1024,1177,43391,2321.0,34.6,20.7%,13.2%,9.4%,6.4%,14525,344700
92376,San Bernardino,Rialto; San Bernardino,35093399,56013,68366,18384,2.0%,40500,56702,63741,43667,21415,4076,5308,4519,3266,2851,957,438,86085,6353.3,30.0,6.8%,2.6%,16.5%,11.4%,22279,288300
92377,San Bernardino,Fontana; Rialto,27025579,86784,96131,27433,4.2%,33865,86610,107054,64439,5530,547,636,1011,1023,1337,745,231,20476,1962.3,33.8,12.0%,5.3%,5.6%,10.2%,5796,364800
92392,San Bernardino,Mountain View Acres; Victorville,96674877,62961,77734,22073,3.5%,45598,67943,71401,42422,15880,2252,3919,3243,2444,2176,1292,554,58393,1564.4,30.9,8.6%,4.7%,10.7%,9.9%,17484,232500
92399,Riverside; San Bernardino,Cherry Valley; Oak Glen; Redlands; Yucaipa,137360951,69745,88504,30838,6.3%,31122,81219,83922,39471,18447,3334,3329,3192,2323,3263,1844,1162,54268,1023.2,36.8,14.7%,9.8%,6.9%,4.3%,19841,331300
92404,San Bernardino,Crestline; Highland; San Bernardino,74024906,46770,59536,18025,1.9%,31670,46571,52591,44100,17848,4613,4864,3346,2025,1982,676,342,62915,2201.3,29.4,7.8%,2.6%,21.4%,9.1%,18919,255500
92405,San Bernardino,San Bernardino,12237965,42022,52398,16097,1.3%,33344,38410,45804,41892,8739,2536,2743,1414,1037,796,102,111,30112,6372.8,29.6,7.1%,4.0%,24.5%,10.4%,9242,235500
92407,San Bernardino,Muscoy; San Bernardino,164512758,68281,82441,21977,4.3%,38337,75185,76445,46102,17408,3181,3458,2735,2759,3122,1400,753,68545,1079.1,29.0,10.8%,4.9%,15.3%,10.4%,18189,329500
92408,San Bernardino,San Bernardino,27588752,42595,52407,15231,1.6%,25665,49509,47961,33889,3640,1147,924,705,450,302,53,59,13635,1280.0,33.1,12.2%,4.4%,24.2%,8.3%,4066,250400
92410,San Bernardino,Highland; Rialto; San Bernardino,21250881,35358,48878,14640,0.8%,27862,34944,46771,24375,12659,4652,3307,2379,1085,871,264,101,45052,5490.8,28.0,4.5%,1.3%,28.9%,8.6%,13885,161100
92411,San Bernardino,San Bernardino,10759031,41984,55542,15064,1.2%,26288,40736,51853,32124,6428,1736,2095,1239,738,459,86,75,25650,6174.6,28.8,5.9%,2.2%,24.6%,9.3%,6937,196400
92501,Riverside,Jurupa Valley; Riverside,14751623,61630,75868,26273,4.6%,38144,62692,75102,32656,6699,1367,1462,1182,897,1204,282,305,21590,3790.6,32.9,12.8%,8.4%,8.5%,7.1%,7237,317600
92503,Riverside,El Sobrante; Home Gardens; Riverside; Woodcrest,77488367,71542,86712,25140,6.8%,47610,72686,82623,46250,25056,3756,4973,4486,3921,4669,1556,1695,95551,3193.7,33.6,12.3%,5.6%,10.4%,5.5%,25788,369700
92505,Riverside,Jurupa Valley; Riverside,31656042,70854,83366,23882,4.3%,32075,68065,86643,53365,13700,1677,2808,2850,2307,2377,1095,586,53282,4359.3,31.6,11.5%,5.4%,8.5%,5.9%,14730,352500
92506,Riverside,Riverside; Woodcrest,41955292,98111,121056,40543,14.9%,77546,88309,112299,82060,14692,1638,1643,2241,1963,3026,1996,2185,46241,2854.6,38.7,17.9%,18.4%,5.5%,5.8%,15414,439000
92507,Riverside,Highgrove; Riverside,52351719,51288,66172,21114,3.6%,17179,53438,61064,52724,17046,4288,4066,3364,2169,1881,672,606,59152,2926.4,26.4,15.8%,13.4%,15.7%,10.2%,18679,331500
92509,Riverside; San Bernardino,Jurupa Valley; Rialto,80573224,68210,81285,21066,4.6%,44750,65871,81913,48666,18735,2822,3828,3700,2964,3333,1229,859,81383,2616.0,31.2,8.1%,3.7%,12.6%,9.3%,19627,342800
92530,Orange; Riverside,Lake Elsinore; Lakeland Village; Wildomar,139566920,57286,70888,20448,3.0%,43344,54809,67374,39527,15466,2842,3748,3201,2112,2235,865,463,58184,1079.7,31.0,9.7%,3.5%,13.2%,9.4%,16431,324100
92532,Riverside,Canyon Lake; Lake Elsinore; Menifee; Warm Springs,46746478,87636,99116,28592,6.0%,80694,87103,100765,47045,7141,778,1013,1136,1236,1475,1076,427,25923,1436.3,32.0,19.1%,7.6%,10.2%,5.7%,7897,371000
92543,Riverside,East Hemet; Hemet,45646461,33319,45497,16435,1.3%,35477,47364,33558,24955,12775,4907,3842,2112,837,705,212,160,38314,2173.9,35.2,5.7%,2.3%,23.8%,15.0%,14367,136600
92544,Riverside,East Hemet; Hemet; San Jacinto; Valle Vista,351548880,52744,67659,22472,3.3%,54500,53712,57953,43151,15408,3706,3642,3201,1679,1955,709,516,49923,367.8,35.9,7.3%,5.8%,15.5%,11.0%,17197,230800
92545,Riverside,Green Acres; Hemet; Homeland; Winchester,83562463,46904,61255,22881,1.6%,40536,60686,63193,35372,14642,3558,4220,2634,1758,1695,549,228,41879,1298.0,43.3,8.6%,4.9%,11.7%,10.5%,16195,226400
92549,Riverside,Idyllwild-Pine Cove,71172787,78977,84524,40815,5.8%,26667,46797,81514,78000,1196,235,250,51,248,266,77,69,2517,91.6,56.0,24.4%,14.0%,12.9%,5.0%,4230,335100
92551,Riverside,Moreno Valley,15164665,66370,75891,19681,2.1%,48750,62830,71448,59500,7937,910,1770,1763,1447,1500,380,167,34011,5808.8,30.3,10.3%,4.5%,10.9%,9.3%,8332,290600
92553,Riverside,March ARB; Moreno Valley,26246921,51516,62132,16881,1.4%,34537,48355,63611,37168,18385,3777,4926,4274,2331,2192,619,266,76102,7509.6,28.8,7.8%,3.0%,17.5%,10.2%,19531,271800
92555,Riverside,Moreno Valley,208971570,87338,99417,26801,6.7%,52063,82181,96980,69352,10873,839,1367,2153,2278,2460,1050,726,44452,550.9,32.5,13.7%,9.5%,6.5%,5.5%,11432,353000
92557,Riverside,Highgrove; Moreno Valley; Riverside,48655732,73661,85925,24665,4.5%,36071,69122,81799,70825,13901,1785,2528,2773,2373,2845,978,619,53406,2842.8,32.4,12.4%,6.2%,9.7%,7.8%,14956,326500
92562,Riverside,Murrieta; Wildomar,283357968,92093,114669,36772,12.0%,44444,98459,113246,52884,19614,2051,3023,2874,2698,3899,2710,2359,64286,587.6,37.3,20.5%,10.4%,5.3%,7.6%,20922,434700
92563,Riverside,French Valley; Murrieta,52367627,96929,112905,31143,11.2%,50313,101870,107536,63111,18089,1273,2144,2972,2964,4702,2017,2017,69469,3435.8,32.1,20.4%,10.0%,4.5%,7.1%,18972,416900
92567,Riverside,Lakeview; Nuevo; San Jacinto,76382862,68516,94705,26044,3.9%,44792,63750,85811,56538,2636,365,574,502,348,441,302,104,10648,361.1,31.2,9.9%,3.9%,14.8%,6.3%,2878,331100
92570,Riverside,Good Hope; Lake Elsinore; Lake Mathews; Mead Valley; Meadowbrook; Perris; Warm Springs,252030246,60789,76131,19765,3.4%,29864,62867,70863,44141,13783,2310,3656,2467,2097,1936,855,462,60686,623.6,30.9,4.8%,2.4%,16.4%,9.5%,15154,280600
92571,Riverside,Perris,58469307,64583,75170,18590,2.9%,77625,63286,71466,45040,12846,1787,2772,2866,2186,2212,655,368,57622,2552.5,28.6,7.6%,3.0%,14.0%,6.1%,13329,280200
92582,Riverside,Hemet; San Jacinto,47947449,70642,78783,20499,3.1%,60776,66174,76500,57692,4019,470,795,911,736,730,252,125,17219,930.1,28.7,11.7%,4.4%,10.5%,10.0%,4579,273400
92583,Riverside,Beaumont; San Jacinto,73762600,44756,61321,20285,1.6%,29250,50814,52277,30093,9349,2504,2674,1525,940,1205,356,145,32697,1148.1,35.2,7.1%,4.4%,16.0%,8.4%,10533,213300
92584,Riverside,Menifee; Murrieta; Wildomar,77240467,95242,107032,31143,8.1%,60795,98017,108674,56609,14974,1132,1953,2464,2679,3748,1779,1219,54235,1818.6,33.2,16.3%,8.0%,6.4%,7.7%,15752,372100
92586,Riverside,Menifee; Perris,18285201,40757,54931,26872,1.9%,56744,67969,55159,31446,9049,2666,2601,1604,878,903,225,172,19472,2758.1,59.8,8.3%,5.4%,5.6%,7.9%,9842,235600
92587,Riverside,Canyon Lake; Lake Elsinore; Menifee; Perris,20466196,83943,111533,39598,9.7%,37083,83289,105089,69915,5840,778,928,1043,575,1161,791,564,17237,2181.3,38.0,14.1%,10.7%,8.9%,3.9%,6360,386200
92591,Riverside,Temecula,42650684,88034,105530,34832,10.7%,60114,87003,109631,62031,13098,1462,1812,2117,2146,2755,1409,1397,41609,2526.7,35.0,20.2%,13.1%,7.2%,6.7%,14086,448400
92592,Riverside,Temecula,251764254,105279,128328,38742,15.6%,45536,101446,120980,76141,24544,1656,2717,3658,3435,5974,3279,3825,84930,873.7,36.1,23.1%,13.0%,4.5%,5.0%,25783,463900
92595,Riverside,Lake Elsinore; Wildomar,54538860,78057,94337,28890,7.9%,85224,84878,89335,47659,9502,1087,1622,1790,1481,2199,575,748,33649,1598.0,34.9,11.8%,5.6%,8.9%,7.0%,9916,360100
92603,Orange,Irvine,34312766,146505,212252,79696,37.0%,2499,116781,201324,107283,7201,504,494,1057,489,1139,856,2662,19558,1476.3,40.4,43.1%,35.8%,3.6%,2.6%,8039,1280500
92612,Orange,Irvine; Newport Beach,15721798,83942,116861,47177,14.3%,10217,114072,118050,63854,12999,3043,1612,1324,1253,2360,1543,1864,33234,5474.9,30.0,39.0%,31.0%,10.6%,5.5%,14438,727200
92617,Orange,Irvine; Newport Beach,6224677,36824,86855,22002,15.0%,7911,51075,154590,234773,3971,1591,612,389,191,383,210,595,17197,7155.4,20.7,25.4%,61.4%,7.9%,7.4%,4233,511900
92626,Orange,Costa Mesa,25201633,88398,113862,44114,12.9%,43785,96180,96016,66281,18947,1953,2726,2855,2984,3807,2186,2436,50605,5200.7,35.3,30.7%,13.6%,6.8%,3.7%,20140,761600
92627,Orange,Costa Mesa,16510525,79790,105353,38719,11.9%,37895,95788,85200,49821,22259,3192,3626,3699,2757,4354,1983,2648,63161,9908.0,35.2,24.8%,12.4%,9.4%,4.6%,23202,742100
