"name","county_name","city_name","aland","median_household_income","average_household_income","per_capita_income","percent_of_households_with_incomes_200000_or_more","householder_under_25_years","householder_25_to_44_years","householder_45_to_64_years","householder_65_years_and_over","hhi_total","hhi_lt_25k","hhi_25k_to_49k","hhi_50k_to_749k","hhi_75k_to_999k","hhi_100k_to_1490k","hhi_150k_to_1999k","hhi_200k_or_more","race_and_ethnicity_total","population_density_sq_mi","median_age","educational_attainment_bachelors","educational_attainment_graduate","family_poverty_pct","unemployment_pct","housing_units","median_value_of_owner_occupied_units","cities","city","city_population"
"90230","Los Angeles","Culver City; Ladera Heights; Los Angeles","11678900","85524","117862","49264","12.9%","47688","87404","118463","56600","13327","1921","2051","1966","1399","2448","1825","1717","32687","7248.9","40.4","27.8%","23.4%","8.4%","4.0%","13842","769700","Culver City","Culver City","176082"
"90230","Los Angeles","Culver City; Ladera Heights; Los Angeles","11678900","85524","117862","49264","12.9%","47688","87404","118463","56600","13327","1921","2051","1966","1399","2448","1825","1717","32687","7248.9","40.4","27.8%","23.4%","8.4%","4.0%","13842","769700","Los Angeles","Los Angeles","4653140"
"90232","Los Angeles","Culver City; Los Angeles","5454843","90467","127786","58630","16.8%","47125","110335","99730","51344","6598","862","858","950","1074","1059","684","1111","14780","7017.6","40.4","31.9%","26.7%","2.3%","3.6%","7058","1125200","Culver City","Culver City","176082"
"90232","Los Angeles","Culver City; Los Angeles","5454843","90467","127786","58630","16.8%","47125","110335","99730","51344","6598","862","858","950","1074","1059","684","1111","14780","7017.6","40.4","31.9%","26.7%","2.3%","3.6%","7058","1125200","Los Angeles","Los Angeles","4653140"
"90240","Los Angeles","Downey","7624795","86383","111587","33751","12.6%","1","86900","91588","62132","7544","695","1183","1039","1299","1567","813","948","26413","8972","38.2","17.9%","8.2%","4.9%","2.7%","7883","612400","Downey","Downey","112322"
"90241","Los Angeles","Downey","12753184","72715","87522","28169","6.5%","63061","71368","81533","53125","13176","1525","3011","2286","2071","2538","891","854","43215","8776.3","36","17.1%","7.0%","8.9%","6.1%","13912","582300","Downey","Downey","112322"
"90242","Los Angeles","Downey","11788002","71233","85792","26335","6.0%","50833","72602","80059","55821","12325","1494","2421","2614","2017","2296","745","738","42694","9380.5","34.1","14.4%","6.5%","7.6%","5.7%","12713","513900","Downey","Downey","112322"
"90247","Los Angeles","Gardena; Los Angeles; West Athens","9723628","55561","71599","25296","4.0%","21986","56949","63534","37377","16001","3739","3627","2807","2176","2100","914","638","48293","12863.3","38","16.6%","5.9%","14.5%","5.7%","16776","455900","Los Angeles","Los Angeles","4653140"
"90247","Los Angeles","Gardena; Los Angeles; West Athens","9723628","55561","71599","25296","4.0%","21986","56949","63534","37377","16001","3739","3627","2807","2176","2100","914","638","48293","12863.3","38","16.6%","5.9%","14.5%","5.7%","16776","455900","West Athens","West Athens","225576"
"90248","Los Angeles","Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez","12157541","61448","85237","29217","7.7%","1","68371","70388","52235","3777","506","923","729","369","591","369","290","11607","2472.7","43","18.5%","8.7%","8.4%","4.8%","3922","490700","Carson","Carson","132863"
"90248","Los Angeles","Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez","12157541","61448","85237","29217","7.7%","1","68371","70388","52235","3777","506","923","729","369","591","369","290","11607","2472.7","43","18.5%","8.7%","8.4%","4.8%","3922","490700","Los Angeles","Los Angeles","4653140"
"90248","Los Angeles","Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez","12157541","61448","85237","29217","7.7%","1","68371","70388","52235","3777","506","923","729","369","591","369","290","11607","2472.7","43","18.5%","8.7%","8.4%","4.8%","3922","490700","Torrance","Torrance","243896"
"90248","Los Angeles","Carson; Gardena; Los Angeles; Torrance; West Rancho Dominguez","12157541","61448","85237","29217","7.7%","1","68371","70388","52235","3777","506","923","729","369","591","369","290","11607","2472.7","43","18.5%","8.7%","8.4%","4.8%","3922","490700","West Rancho Dominguez","West Rancho Dominguez","171682"
"90249","Los Angeles","Alondra Park; Gardena; West Athens","7712634","60669","79065","28213","6.1%","1","61598","72705","44185","8826","1436","2195","1706","972","1424","551","542","26429","8875.2","41.2","17.9%","6.0%","8.5%","3.9%","9148","487900","Alondra Park","Alondra Park","191738"
"90249","Los Angeles","Alondra Park; Gardena; West Athens","7712634","60669","79065","28213","6.1%","1","61598","72705","44185","8826","1436","2195","1706","972","1424","551","542","26429","8875.2","41.2","17.9%","6.0%","8.5%","3.9%","9148","487900","West Athens","West Athens","225576"
"90250","Los Angeles","Alondra Park; Del Aire; Hawthorne; Lawndale","17339240","56304","75465","26308","4.5%","48295","54308","64282","41560","31905","6322","7227","6678","3967","4618","1654","1439","97072","14499.8","33.5","15.9%","6.6%","11.6%","5.7%","33289","567900","Alondra Park","Alondra Park","191738"
"90250","Los Angeles","Alondra Park; Del Aire; Hawthorne; Lawndale","17339240","56304","75465","26308","4.5%","48295","54308","64282","41560","31905","6322","7227","6678","3967","4618","1654","1439","97072","14499.8","33.5","15.9%","6.6%","11.6%","5.7%","33289","567900","Del Aire","Del Aire","163585"
"90250","Los Angeles","Alondra Park; Del Aire; Hawthorne; Lawndale","17339240","56304","75465","26308","4.5%","48295","54308","64282","41560","31905","6322","7227","6678","3967","4618","1654","1439","97072","14499.8","33.5","15.9%","6.6%","11.6%","5.7%","33289","567900","Hawthorne","Hawthorne","182219"
"90250","Los Angeles","Alondra Park; Del Aire; Hawthorne; Lawndale","17339240","56304","75465","26308","4.5%","48295","54308","64282","41560","31905","6322","7227","6678","3967","4618","1654","1439","97072","14499.8","33.5","15.9%","6.6%","11.6%","5.7%","33289","567900","Lawndale","Lawndale","131899"
"90255","Los Angeles","Cudahy; Florence-Graham; Huntington Park; Walnut Park","9630267","44962","58611","15936","1.7%","36000","41574","55389","34213","18577","4537","5759","3237","2322","1840","571","311","75019","20175.8","32.6","5.4%","1.7%","20.2%","7.8%","19021","411700","Cudahy","Cudahy","176984"
"90255","Los Angeles","Cudahy; Florence-Graham; Huntington Park; Walnut Park","9630267","44962","58611","15936","1.7%","36000","41574","55389","34213","18577","4537","5759","3237","2322","1840","571","311","75019","20175.8","32.6","5.4%","1.7%","20.2%","7.8%","19021","411700","Florence-Graham","Florence-Graham","188153"
"90255","Los Angeles","Cudahy; Florence-Graham; Huntington Park; Walnut Park","9630267","44962","58611","15936","1.7%","36000","41574","55389","34213","18577","4537","5759","3237","2322","1840","571","311","75019","20175.8","32.6","5.4%","1.7%","20.2%","7.8%","19021","411700","Huntington Park","Huntington Park","137569"
"90260","Los Angeles","Alondra Park; Hawthorne; Lawndale","6941330","65340","79633","25515","3.9%","84318","72454","66631","40993","10532","1555","2318","2262","1630","1686","669","412","34827","12994.8","35.9","16.7%","6.0%","9.1%","4.4%","11126","541000","Alondra Park","Alondra Park","191738"
"90260","Los Angeles","Alondra Park; Hawthorne; Lawndale","6941330","65340","79633","25515","3.9%","84318","72454","66631","40993","10532","1555","2318","2262","1630","1686","669","412","34827","12994.8","35.9","16.7%","6.0%","9.1%","4.4%","11126","541000","Hawthorne","Hawthorne","182219"
"90260","Los Angeles","Alondra Park; Hawthorne; Lawndale","6941330","65340","79633","25515","3.9%","84318","72454","66631","40993","10532","1555","2318","2262","1630","1686","669","412","34827","12994.8","35.9","16.7%","6.0%","9.1%","4.4%","11126","541000","Lawndale","Lawndale","131899"
"90262","Los Angeles","Lynwood; Paramount","12517568","52313","66975","16279","2.6%","42946","43517","62813","47728","15374","2953","4375","2898","2202","1837","703","406","70536","14594.5","30","6.1%","1.6%","16.4%","8.4%","15667","399100","Lynwood","Lynwood","218480"
"90262","Los Angeles","Lynwood; Paramount","12517568","52313","66975","16279","2.6%","42946","43517","62813","47728","15374","2953","4375","2898","2202","1837","703","406","70536","14594.5","30","6.1%","1.6%","16.4%","8.4%","15667","399100","Paramount","Paramount","176737"
"90270","Los Angeles","Bell; Commerce; Maywood","3267822","44124","58118","15567","1.7%","71477","40196","56209","28810","6684","1658","1960","1321","717","673","239","116","27287","21626.9","30.1","4.7%","1.0%","21.6%","7.8%","6825","387000","Bell","Bell","144298"
"90270","Los Angeles","Bell; Commerce; Maywood","3267822","44124","58118","15567","1.7%","71477","40196","56209","28810","6684","1658","1960","1321","717","673","239","116","27287","21626.9","30.1","4.7%","1.0%","21.6%","7.8%","6825","387000","Commerce","Commerce","153309"
"90272","Los Angeles","Los Angeles","59133973","192500","325745","132785","48.2%","1","242188","246406","114178","8724","764","582","520","708","1200","748","4202","21629","947.3","47.7","37.2%","41.1%","2.3%","3.8%","9733","2000001","Los Angeles","Los Angeles","4653140"
"90274","Los Angeles","Palos Verdes Estates; Rolling Hills; Rolling Hills Estates","31023657","169919","256513","94819","45.1%","1","250001","202207","122455","9153","624","675","754","727","1330","919","4124","25061","2092.2","51.7","39.0%","33.5%","4.1%","3.5%","10124","1655300","Rolling Hills Estates","Rolling Hills Estates","104427"
"90275","Los Angeles","Rancho Palos Verdes; Rolling Hills Estates","35023278","138293","181323","68013","33.0%","1","170179","171034","98668","15544","1346","1314","1597","1463","2473","2217","5134","42146","3116.7","50","36.0%","31.6%","2.6%","4.0%","16718","1155900","Rolling Hills Estates","Rolling Hills Estates","104427"
"90277","Los Angeles","Redondo Beach; Torrance","9277133","106185","146954","67899","21.3%","79417","116221","123503","72218","15844","1359","1638","2027","2358","3378","1712","3372","34827","9723","43.6","37.6%","24.9%","2.4%","3.9%","17636","1089500","Torrance","Torrance","243896"
"90278","Los Angeles","Redondo Beach; Torrance","9332860","116783","151310","58845","26.8%","155333","155613","125031","69009","15312","1217","1570","1817","1845","2641","2115","4107","40252","11170.4","39.7","35.9%","22.4%","1.6%","3.6%","16235","881900","Torrance","Torrance","243896"
"90280","Los Angeles","Lynwood; South Gate","18920097","52321","65785","18031","2.0%","43889","50525","59918","37945","24071","4588","6832","5010","3161","2862","1143","475","94642","12955.6","31.9","7.1%","2.3%","15.4%","9.6%","24601","408200","Lynwood","Lynwood","218480"
"90290","Los Angeles","Calabasas; Los Angeles; Topanga","51929110","129772","170907","69791","28.5%","1","146538","129013","129271","2275","149","94","366","277","413","328","648","5681","283.3","45.5","30.6%","40.3%","1.7%","6.5%","2525","1036300","Los Angeles","Los Angeles","4653140"
"90291","Los Angeles","Los Angeles","6470939","99652","156736","81187","23.1%","1","125095","108053","53283","13692","2010","1790","1545","1517","1997","1667","3166","26950","10786.7","38.5","41.7%","24.7%","5.8%","5.2%","15882","1650000","Los Angeles","Los Angeles","4653140"
"90292","Los Angeles","Culver City; Los Angeles; Marina del Rey","5272868","114726","156006","85223","23.6%","70221","128553","113527","80625","12606","1650","1271","1269","1028","2610","1799","2979","23549","11567.1","39.6","43.4%","27.1%","11.0%","3.5%","14452","978900","Culver City","Culver City","176082"
"90292","Los Angeles","Culver City; Los Angeles; Marina del Rey","5272868","114726","156006","85223","23.6%","70221","128553","113527","80625","12606","1650","1271","1269","1028","2610","1799","2979","23549","11567.1","39.6","43.4%","27.1%","11.0%","3.5%","14452","978900","Los Angeles","Los Angeles","4653140"
"90293","Los Angeles","Los Angeles","7403899","105865","148294","78988","20.9%","1","116451","83269","105765","6604","612","918","776","686","1444","790","1378","12728","4452.4","37.9","44.4%","28.0%","3.3%","3.0%","7058","800400","Los Angeles","Los Angeles","4653140"
"90301","Los Angeles","Inglewood","6416791","47464","62868","21761","2.5%","38295","48628","56604","33795","12046","2865","3372","2275","1458","1315","464","297","38234","15432.3","35.4","10.5%","3.7%","14.0%","8.5%","12731","437400","Inglewood","Inglewood","133613"
"90302","Los Angeles","Inglewood","4903586","51850","66681","25116","4.1%","1","46162","61673","43608","10636","2395","2698","2102","1373","1280","352","436","30017","15854.5","34.9","20.7%","8.7%","18.3%","10.6%","11324","484800","Inglewood","Inglewood","133613"
"90303","Los Angeles","Hawthorne; Inglewood","5767483","55897","72008","22423","3.4%","48106","57132","62948","43491","7048","1380","1804","1432","922","885","384","241","24374","10945.6","33.4","10.2%","4.1%","12.6%","5.6%","7393","468900","Hawthorne","Hawthorne","182219"
"90303","Los Angeles","Hawthorne; Inglewood","5767483","55897","72008","22423","3.4%","48106","57132","62948","43491","7048","1380","1804","1432","922","885","384","241","24374","10945.6","33.4","10.2%","4.1%","12.6%","5.6%","7393","468900","Inglewood","Inglewood","133613"
"90304","Los Angeles","Del Aire; Hawthorne; Inglewood; Lennox","4057536","49120","62376","17115","1.8%","40000","42561","58520","44688","6583","1497","1835","1466","677","764","224","120","25946","16561.7","30.2","8.4%","1.9%","18.3%","5.8%","6965","472600","Del Aire","Del Aire","163585"
"90304","Los Angeles","Del Aire; Hawthorne; Inglewood; Lennox","4057536","49120","62376","17115","1.8%","40000","42561","58520","44688","6583","1497","1835","1466","677","764","224","120","25946","16561.7","30.2","8.4%","1.9%","18.3%","5.8%","6965","472600","Hawthorne","Hawthorne","182219"
"90304","Los Angeles","Del Aire; Hawthorne; Inglewood; Lennox","4057536","49120","62376","17115","1.8%","40000","42561","58520","44688","6583","1497","1835","1466","677","764","224","120","25946","16561.7","30.2","8.4%","1.9%","18.3%","5.8%","6965","472600","Inglewood","Inglewood","133613"
"90305","Los Angeles","Inglewood","5986290","80165","96471","39430","7.3%","1","82399","95407","51595","5814","925","888","953","835","1206","582","425","15042","6508","46.2","20.6%","12.5%","8.7%","5.2%","6121","537800","Inglewood","Inglewood","133613"
"90402","Los Angeles","Los Angeles; Santa Monica","5189908","154583","315026","133118","42.4%","1","166042","178500","136154","4999","677","425","369","324","647","436","2121","11882","5929.6","48.6","36.5%","40.7%","2.8%","6.0%","5953","2000001","Los Angeles","Los Angeles","4653140"
"90405","Los Angeles","Los Angeles; Santa Monica","6852902","95674","136893","69542","19.6%","46466","109333","97366","60101","13943","2236","2077","1411","1615","2251","1615","2738","28156","10641.3","40.2","39.9%","27.9%","6.1%","4.7%","15265","1460400","Los Angeles","Los Angeles","4653140"
"90501","Los Angeles","Los Angeles; Torrance; West Carson","14659585","71712","90910","32116","9.7%","42660","69142","85296","64412","14242","2587","2594","2187","1906","2648","941","1379","41975","7416","37.7","24.0%","11.0%","13.4%","5.5%","15676","645400","Los Angeles","Los Angeles","4653140"
"90501","Los Angeles","Los Angeles; Torrance; West Carson","14659585","71712","90910","32116","9.7%","42660","69142","85296","64412","14242","2587","2594","2187","1906","2648","941","1379","41975","7416","37.7","24.0%","11.0%","13.4%","5.5%","15676","645400","Torrance","Torrance","243896"
