zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
94520,Contra Costa,Concord,129183,45,Bay Point; Clyde; Concord,25392999,60652,77753,28893,0.038,53646,60815,77208,45913,13669,2483,3096,2356,1948,2306,961,519,38753,3952.0,34.8,0.185,0.069,0.118,0.05,14233,418400
94521,Contra Costa,Concord,129183,45,Clayton; Concord; Walnut Creek,33601243,106938,123650,46687,0.1691,71085,110938,128337,75158,15932,1540,1800,1979,2142,3755,2029,2687,43281,3336.0,42.3,0.296,0.131,0.03099,0.048,16499,603600
94521,Contra Costa,Walnut Creek,69567,126,Clayton; Concord; Walnut Creek,33601243,106938,123650,46687,0.1691,71085,110938,128337,75158,15932,1540,1800,1979,2142,3755,2029,2687,43281,3336.0,42.3,0.296,0.131,0.03099,0.048,16499,603600
94523,Contra Costa,Concord,129183,45,Concord; Contra Costa Centre; Pleasant Hill; Reliez Valley,18743174,117568,138440,56555,0.207,62365,133608,141500,75304,13960,1441,1275,1494,1666,3129,2065,2890,35005,4836.0,40.9,0.373,0.1759,0.053,0.038,14514,719000
94530,Contra Costa,Richmond,109884,62,El Cerrito; Kensington; Richmond,12496098,107006,139374,55921,0.195,75000,114973,121185,79637,10313,1206,1392,1131,1043,2018,1508,2015,26145,5420.0,42.5,0.316,0.319,0.04898,0.04398,11014,802500
94531,Contra Costa,Antioch,111200,60,Antioch,28347933,104646,114715,34723,0.114,90875,95508,120378,75660,12479,974,1673,1668,1722,3202,1821,1419,43022,3930.0,38.1,0.1909,0.085,0.06604,0.053,12779,436400
94533,Solano,Fairfield,115282,54,Fairfield; Suisun City; Vacaville,55949555,73042,90370,29999,0.067,42557,66434,84489,63650,24038,3210,4830,4228,3597,4646,1915,1612,75909,3514.0,33.8,0.156,0.059,0.09296,0.069,25036,355600
94533,Solano,Vacaville,98875,76,Fairfield; Suisun City; Vacaville,55949555,73042,90370,29999,0.067,42557,66434,84489,63650,24038,3210,4830,4228,3597,4646,1915,1612,75909,3514.0,33.8,0.156,0.059,0.09296,0.069,25036,355600
94534,Solano,Fairfield,115282,54,Fairfield; Green Valley; Suisun City,205016160,114537,142639,48925,0.192,52813,128468,122303,80610,13097,909,1279,1597,1632,3286,1875,2519,39239,495.8,40.9,0.279,0.12103,0.026,0.03198,13611,495200
94535,Solano,Fairfield,115282,54,Fairfield,9871361,70230,80160,23109,0.01401,40694,72024,150893,64629,1035,103,173,281,178,189,96,15,3842,1008.0,23.0,0.301,0.135,0.08795,0.06,1330,408720
94536,Alameda,Fremont,235740,16,Fremont,37763465,121696,143454,49482,0.2241,51422,145646,138763,64133,24973,2331,2063,2829,2714,5023,4425,5588,74837,5132.0,37.7,0.301,0.215,0.036,0.03302,26395,868900
94538,Alameda,Fremont,235740,16,Fremont,42661555,112473,133080,45948,0.1891,130978,129489,116225,52352,22222,1953,1996,2477,2972,5083,3551,4190,67474,4096.0,35.7,0.252,0.231,0.03198,0.035,23118,790700
94539,Alameda,Fremont,235740,16,Fremont; Sunol,65814586,177836,209932,65691,0.433,178281,205000,191100,98063,16822,787,930,1238,920,2911,2760,7276,54982,2164.0,42.5,0.337,0.394,0.015,0.039,17485,1352400
94541,Alameda,Hayward,159293,32,Ashland; Cherryland; Fairview; Hayward; San Lorenzo,19232211,80448,96796,34027,0.08203,68007,85502,84867,56228,21808,3194,3215,3615,3723,4170,2106,1785,65928,8880.0,37.0,0.2,0.084,0.078,0.043,22949,581800
94542,Alameda,Hayward,159293,32,Fairview; Hayward,14763890,121354,144931,45735,0.255,68013,122697,142462,114167,4392,285,325,518,631,980,531,1122,14699,2578.0,33.7,0.329,0.153,0.04898,0.061,4581,793400
94544,Alameda,Hayward,159293,32,Hayward; Union City,28377432,82520,98408,30300,0.08295,73346,85650,92902,54460,22920,2546,3476,4505,3298,5179,2020,1896,79747,7280.0,34.3,0.16,0.053,0.061,0.04102,23874,549700
94544,Alameda,Union City,74722,119,Hayward; Union City,28377432,82520,98408,30300,0.08295,73346,85650,92902,54460,22920,2546,3476,4505,3298,5179,2020,1896,79747,7280.0,34.3,0.16,0.053,0.061,0.04102,23874,549700
94545,Alameda,Hayward,159293,32,Hayward,55820192,91310,112745,34546,0.1329,49773,110682,109612,44152,9414,1156,1237,1413,1344,1800,1211,1253,32724,1518.0,39.7,0.2141,0.07,0.042,0.042,9842,576700
94546,Alameda,Castro Valley,63013,144,Castro Valley; Hayward,24710903,97179,116521,44359,0.1539,59395,112658,108576,54011,16363,1625,2371,2041,2274,3376,2154,2522,44378,4652.0,42.0,0.276,0.146,0.057,0.042,16855,699800
94546,Alameda,Hayward,159293,32,Castro Valley; Hayward,24710903,97179,116521,44359,0.1539,59395,112658,108576,54011,16363,1625,2371,2041,2274,3376,2154,2522,44378,4652.0,42.0,0.276,0.146,0.057,0.042,16855,699800
94550,Alameda; Santa Clara,Livermore,89699,91,Livermore,602370606,139387,164936,60554,0.2842,54167,153797,169231,75614,18117,1298,1748,1869,1510,3405,3136,5151,50374,216.6,42.7,0.286,0.192,0.027,0.03099,18934,834600
94551,Alameda; Contra Costa,Dublin,61240,150,Dublin; Livermore,203775176,118967,146652,50760,0.24,84306,145500,130182,57586,15988,985,1530,1869,2079,3031,2659,3835,47227,600.5,37.0,0.273,0.1641,0.029,0.03099,16352,714700
94551,Alameda; Contra Costa,Livermore,89699,91,Dublin; Livermore,203775176,118967,146652,50760,0.24,84306,145500,130182,57586,15988,985,1530,1869,2079,3031,2659,3835,47227,600.5,37.0,0.273,0.1641,0.029,0.03099,16352,714700
94552,Alameda,Castro Valley,63013,144,Castro Valley; Hayward,116421438,162583,197896,67246,0.377,52688,188696,188393,112972,4943,270,236,307,434,1003,829,1864,14938,332.2,46.5,0.363,0.239,0.026,0.04898,5112,926700
94129,San Francisco,San Francisco,874961,4,San Francisco,5968391,196917,244845,79986,0.4968,132813,211563,219485,133333,1293,11,101,124,80,139,195,643,4136,1795.0,30.0,0.507,0.33,0.0683,0.02,1305,1227924
94558,Napa,Napa,79074,111,Moskowite Corner; Napa; Oakville; Rutherford; Silverado Resort; Yountville,922258151,93052,123939,45391,0.157,57835,91114,111638,72449,23924,2498,3472,3437,3346,4671,2750,3750,68315,191.8,42.2,0.23,0.1271,0.038,0.04,27100,645500
94559,Napa,Napa,79074,111,Napa,94710373,76961,102190,39414,0.09796,45781,77290,92962,64615,10210,1161,2005,1746,1440,1825,1034,999,27593,754.5,38.5,0.215,0.11206,0.079,0.04898,11331,640200
94565,Contra Costa,Pittsburg,71422,123,Bay Point; Pittsburg,77788784,71629,91412,28103,0.07,46533,69103,81472,57819,28368,4253,5298,5188,4567,4846,2219,1997,97671,3252.0,34.1,0.1371,0.052,0.108,0.08203,29562,369500
94566,Alameda,Pleasanton,81717,104,Pleasanton; Sunol,50838022,161204,202312,73909,0.3818,43000,169780,198353,71577,16475,1411,1263,1245,1438,2317,2504,6297,45893,2338.0,44.2,0.3381,0.3,0.03302,0.029,17296,1070900
94568,Alameda,Dublin,61240,150,Dublin; Pleasanton,39597841,146103,175027,60320,0.3171,75833,160940,149583,72703,18660,1009,1374,1237,1774,4353,3007,5906,55608,3638.0,36.7,0.38,0.271,0.029,0.036,19392,847400
94568,Alameda,Pleasanton,81717,104,Dublin; Pleasanton,39597841,146103,175027,60320,0.3171,75833,160940,149583,72703,18660,1009,1374,1237,1774,4353,3007,5906,55608,3638.0,36.7,0.38,0.271,0.029,0.036,19392,847400
94577,Alameda,San Leandro,90025,90,San Leandro,21103266,78444,102598,38576,0.12103,61750,87702,88196,52126,17132,2135,3340,2739,1879,3116,1850,2073,47682,5852.0,41.4,0.229,0.118,0.06198,0.053,17946,609300
94578,Alameda,Castro Valley,63013,144,Ashland; Castro Valley; San Leandro,11624988,66450,85063,31265,0.05603,45982,67660,73634,49457,14502,2231,3438,2398,1977,2508,1142,808,41865,9330.0,35.2,0.1859,0.069,0.094,0.07,15174,545000
94606,Alameda,Oakland,425097,8,Alameda; Oakland,5924351,56129,77272,32420,0.061,40952,73433,51572,28575,15260,3650,3039,2600,1696,2187,1160,928,38220,16700.0,36.6,0.241,0.126,0.1589,0.074,16487,548600
94578,Alameda,San Leandro,90025,90,Ashland; Castro Valley; San Leandro,11624988,66450,85063,31265,0.05603,45982,67660,73634,49457,14502,2231,3438,2398,1977,2508,1142,808,41865,9330.0,35.2,0.1859,0.069,0.094,0.07,15174,545000
94579,Alameda,San Leandro,90025,90,San Leandro,8100074,88991,105123,34885,0.13,53866,93900,99534,49974,6800,789,1313,850,953,1336,674,885,21883,6996.0,42.5,0.195,0.1,0.073,0.047,7040,585100
94580,Alameda,Hayward,159293,32,Ashland; Cherryland; Hayward; San Leandro; San Lorenzo,8924104,96493,112466,35135,0.114,81411,113613,97840,71016,8879,846,1071,1446,1280,2218,1005,1013,30488,8850.0,37.8,0.195,0.05603,0.042,0.047,9180,578700
94609,Alameda,Oakland,425097,8,Oakland,4424434,86750,116170,50970,0.151,73913,101765,87689,31129,9915,1645,1461,1006,1407,1965,935,1496,23726,13890.0,34.6,0.3318,0.244,0.09705,0.042,10546,832700
94580,Alameda,San Leandro,90025,90,Ashland; Cherryland; Hayward; San Leandro; San Lorenzo,8924104,96493,112466,35135,0.114,53866,113613,97840,71016,8879,846,1071,1446,1280,2218,1005,1013,30488,8850.0,37.8,0.195,0.05603,0.042,0.047,9180,578700
94582,Contra Costa,San Ramon,75648,118,Camino Tassajara; Danville; San Ramon,33797652,175490,201017,66829,0.452,108625,164464,208528,83586,14036,945,805,947,1220,2222,1557,6340,42576,3262.0,39.4,0.414,0.34,0.03198,0.03302,14330,1067500
94583,Contra Costa,San Ramon,75648,118,Norris Canyon; San Ramon,38687609,152656,177617,61835,0.331,108625,163627,175457,71625,12096,661,907,972,1145,2181,2231,3999,35231,2358.0,40.8,0.3909,0.261,0.03099,0.035,12817,890500
94585,Solano,Fairfield,115282,54,Fairfield; Suisun City,291139100,82848,93416,30481,0.059,47927,82076,98972,55453,9300,1026,1481,1598,1665,1925,1054,551,29525,262.8,34.4,0.167,0.05103,0.063,0.05603,9640,357400
94586,Alameda,Hayward,159293,32,Hayward; Sunol,150921601,133125,217712,81007,0.311,81411,114167,161250,111458,305,14,22,36,27,65,46,95,831,14.3,51.0,0.262,0.195,0.043,0.047,361,1166700
94587,Alameda,Hayward,159293,32,Hayward; Union City,51076950,114681,133752,41447,0.2059,142750,125125,133963,70687,21852,1545,2241,2754,2986,4311,3524,4491,74722,3788.0,38.4,0.257,0.146,0.03,0.034,22903,765500
94587,Alameda,Union City,74722,119,Hayward; Union City,51076950,114681,133752,41447,0.2059,142750,125125,133963,70687,21852,1545,2241,2754,2986,4311,3524,4491,74722,3788.0,38.4,0.257,0.146,0.03,0.034,22903,765500
94588,Alameda; Contra Costa,Hayward,159293,32,Hayward; Pleasanton; Sunol,82377390,153429,182833,64987,0.34,108594,161109,185977,87955,13032,873,772,864,1320,2474,2304,4425,37253,1171.0,40.7,0.3718,0.294,0.026,0.034,13505,928800
94588,Alameda; Contra Costa,Pleasanton,81717,104,Hayward; Pleasanton; Sunol,82377390,153429,182833,64987,0.34,108594,161109,185977,87955,13032,873,772,864,1320,2474,2304,4425,37253,1171.0,40.7,0.3718,0.294,0.026,0.034,13505,928800
94589,Napa; Solano,Vallejo,121267,51,American Canyon; Vallejo,29767360,68494,82146,26895,0.04,32359,66120,74838,50946,9785,1386,2239,1906,1306,1911,647,390,31536,2744.0,36.4,0.162,0.048,0.09705,0.11206,10187,329300
94591,Solano,Fairfield,115282,54,Benicia; Fairfield; Vallejo,56224527,85311,102686,36063,0.105,47232,78373,100765,68226,18557,2206,2992,3078,2727,3484,2130,1940,55157,2540.0,40.8,0.222,0.078,0.052,0.068,19440,427000
94591,Solano,Vallejo,121267,51,Benicia; Fairfield; Vallejo,56224527,85311,102686,36063,0.105,47232,78373,100765,68226,18557,2206,2992,3078,2727,3484,2130,1940,55157,2540.0,40.8,0.222,0.078,0.052,0.068,19440,427000
94592,Solano,Vallejo,121267,51,Vallejo,10953954,127679,142036,44762,0.227,38926,144000,99286,52821,291,49,16,15,39,53,53,66,952,225.1,29.3,0.291,0.295,0.037,0.0887,291,490000
94595,Contra Costa,Walnut Creek,69567,126,Castle Hill; Lafayette; Saranap; Walnut Creek,13933907,76583,114791,62844,0.158,68758,177386,155673,59384,9761,1182,2043,1551,1112,1508,821,1544,18117,3368.0,68.2,0.3682,0.277,0.02,0.038,10402,592400
94596,Contra Costa,Walnut Creek,69567,126,San Miguel; Walnut Creek,15430104,109167,150289,69720,0.205,68758,113861,151892,78056,9922,994,1004,1160,1291,2312,1123,2038,21700,3642.0,39.2,0.3909,0.295,0.045,0.03302,10586,1029400
94597,Contra Costa,Walnut Creek,69567,126,Acalanes Ridge; Contra Costa Centre; Walnut Creek,10127256,111750,134022,62222,0.22,64904,128897,132262,60379,10497,1223,1143,1374,1148,1725,1576,2308,23108,5908.0,39.0,0.3809,0.276,0.037,0.037,10684,769300
94598,Contra Costa,Walnut Creek,69567,126,Contra Costa Centre; North Gate; Shell Ridge; Walnut Creek,39420282,154125,190564,72150,0.374,70286,165353,199727,96250,10358,623,780,938,1041,1601,1497,3878,27831,1829.0,45.1,0.377,0.339,0.02301,0.038,10874,951700
94601,Alameda,Alameda,78522,112,Alameda; Oakland,8410567,50122,69923,22267,0.045,46286,50638,54318,44728,15536,3900,3849,2478,1898,1961,753,697,53039,16340.0,33.3,0.153,0.068,0.239,0.081,16606,480000
94601,Alameda,Oakland,425097,8,Alameda; Oakland,8410567,50122,69923,22267,0.045,46286,50638,54318,44728,15536,3900,3849,2478,1898,1961,753,697,53039,16340.0,33.3,0.153,0.068,0.239,0.081,16606,480000
94602,Alameda,Oakland,425097,8,Oakland,8560760,95479,133103,53343,0.213,58122,99537,115161,64886,11813,1495,1942,1429,1375,1715,1344,2513,30162,9130.0,42.0,0.269,0.246,0.059,0.048,12562,835400
94603,Alameda,Oakland,425097,8,Oakland,8448622,52634,66605,20201,0.02199,58122,55186,61659,35532,10006,2170,2512,2051,1257,1359,433,224,35862,10990.0,31.0,0.101,0.03198,0.177,0.075,10518,370300
94605,Alameda,Oakland,425097,8,Oakland,23195148,72778,97157,38513,0.106,61424,76408,82069,55591,16446,3204,2871,2308,2141,2839,1345,1738,43399,4850.0,38.5,0.1991,0.155,0.104,0.069,17361,596000
94606,Alameda,Alameda,78522,112,Alameda; Oakland,5924351,56129,77272,32420,0.061,40952,73433,51572,28575,15260,3650,3039,2600,1696,2187,1160,928,38220,16700.0,36.6,0.241,0.126,0.1589,0.074,16487,548600
94607,Alameda,Oakland,425097,8,Oakland,15259815,55054,91003,41579,0.125,65192,96886,48214,19410,11503,3585,1819,1366,816,1581,895,1441,26823,4550.0,35.8,0.286,0.145,0.235,0.074,12713,581800
94608,Alameda,Oakland,425097,8,Emeryville; Oakland,7068581,87517,111552,53855,0.165,59375,106250,89053,34232,14368,2494,2157,1666,1611,2696,1371,2373,31013,11360.0,35.5,0.37,0.2241,0.105,0.04602,15501,602200
94610,Alameda,Oakland,425097,8,Oakland; Piedmont,5651463,100717,142364,69544,0.2,101250,111121,106801,71586,15211,1706,1957,1821,2069,2777,1845,3036,31936,14630.0,39.2,0.377,0.324,0.038,0.036,16184,1021400
94611,Alameda; Contra Costa,Oakland,425097,8,Oakland; Piedmont,27357586,129576,181251,81936,0.3171,80625,143476,162833,83958,17257,2113,1681,1696,1601,2466,2231,5469,38975,3690.0,44.9,0.3718,0.3682,0.018,0.03302,17841,1109200
94612,Alameda,Oakland,425097,8,Oakland,2214199,55291,92693,53878,0.1329,107679,89841,50028,15303,8750,2793,1310,995,918,1002,571,1161,15785,18460.0,37.0,0.292,0.2471,0.156,0.063,9356,725600
94618,Alameda,Oakland,425097,8,Oakland; Piedmont,6283367,167606,221546,93656,0.4282,58122,202500,195391,117672,7156,458,498,567,553,1041,977,3062,17252,7110.0,42.4,0.376,0.434,0.024,0.043,7552,1208800
94619,Alameda,Oakland,425097,8,Oakland,40438412,94490,127507,49668,0.1841,38750,105511,110724,85216,9095,1024,1190,1507,1055,1338,1310,1671,24112,1544.0,40.7,0.267,0.236,0.06,0.04898,9760,718200
94621,Alameda,Alameda,78522,112,Alameda; Oakland,20137705,42563,59349,18047,0.021,16596,49104,46448,25625,9685,3389,1992,1616,1148,1049,287,204,35035,4504.0,29.9,0.075,0.03,0.252,0.08,10541,353500
94621,Alameda,Oakland,425097,8,Alameda; Oakland,20137705,42563,59349,18047,0.021,16596,49104,46448,25625,9685,3389,1992,1616,1148,1049,287,204,35035,4504.0,29.9,0.075,0.03,0.252,0.08,10541,353500
94702,Alameda,Berkeley,121485,50,Berkeley,3299645,82076,109231,50356,0.146,53333,112537,91939,46683,7499,1449,1096,996,615,1393,857,1093,16860,13230.0,39.8,0.336,0.304,0.043,0.04398,8022,851400
94703,Alameda,Berkeley,121485,50,Berkeley,3460984,83074,120199,50332,0.162,58219,99708,97000,61130,8674,1441,1327,1204,839,1365,1094,1404,21697,16240.0,34.5,0.34,0.365,0.04602,0.055,9429,917500
94704,Alameda,Berkeley,121485,50,Berkeley; Oakland,2765001,38125,66363,20911,0.07697,15258,58194,68111,47440,8251,3252,1569,1027,554,769,441,639,29597,27730.0,21.8,0.3718,0.312,0.117,0.074,9068,804000
94704,Alameda,Oakland,425097,8,Berkeley; Oakland,2765001,38125,66363,20911,0.07697,15258,58194,68111,47440,8251,3252,1569,1027,554,769,441,639,29597,27730.0,21.8,0.3718,0.312,0.117,0.074,9068,804000
94705,Alameda,Berkeley,121485,50,Berkeley; Oakland,8560734,125104,197179,86202,0.321,48295,116813,167039,104783,5787,669,707,567,466,822,701,1855,13527,4092.0,43.2,0.349,0.4758,0.01,0.037,6097,1235900
94705,Alameda,Oakland,425097,8,Berkeley; Oakland,8560734,125104,197179,86202,0.321,48295,116813,167039,104783,5787,669,707,567,466,822,701,1855,13527,4092.0,43.2,0.349,0.4758,0.01,0.037,6097,1235900
94706,Alameda,Berkeley,121485,50,Albany; Berkeley,3824972,100461,133068,50912,0.222,52417,97043,122578,84342,7981,879,1075,1003,1016,1222,1011,1775,21218,14370.0,36.6,0.3281,0.4082,0.06198,0.03302,8394,884300
94707,Alameda; Contra Costa,Berkeley,121485,50,Berkeley; Kensington,4390730,154184,219259,91958,0.3818,43176,229250,181336,116757,4838,290,363,380,515,752,688,1850,11767,6940.0,52.5,0.32,0.537,0.025,0.03302,5050,1172000
94708,Alameda; Contra Costa,Berkeley,121485,50,Berkeley; Kensington,8784605,170139,219485,92609,0.413,43176,228750,188295,132984,4749,208,311,367,457,753,694,1959,11394,3360.0,50.5,0.3171,0.554,0.010994,0.042,5023,1112900
94710,Alameda,Berkeley,121485,50,Albany; Berkeley,5575204,81907,108956,44935,0.1371,48906,91591,84559,54375,3103,548,523,346,419,508,334,425,7893,3666.0,35.5,0.295,0.27,0.073,0.069,3315,849300
95117,Santa Clara,San Jose,1027690,3,Campbell; San Jose; Santa Clara,6649501,95726,133001,48809,0.192,83611,106713,112212,49375,10821,1483,1430,1553,1251,1596,1430,2078,30369,11830.0,35.1,0.259,0.1741,0.063,0.04602,11544,1006000
95117,Santa Clara,Santa Clara,127721,47,Campbell; San Jose; Santa Clara,6649501,95726,133001,48809,0.192,83611,106713,112212,49375,10821,1483,1430,1553,1251,1596,1430,2078,30369,11830.0,35.1,0.259,0.1741,0.063,0.04602,11544,1006000
95119,Santa Clara,San Jose,1027690,3,San Jose,7338479,126860,150446,49351,0.2241,61689,147847,135893,81741,3209,194,259,407,308,854,468,719,10027,3538.0,40.4,0.269,0.157,0.034,0.05,3274,850300
95120,Santa Clara,San Jose,1027690,3,San Jose,102930209,206531,235212,78405,0.516,61689,250001,244154,109250,12522,617,711,820,649,1729,1535,6461,38122,959.0,46.3,0.3691,0.353,0.02802,0.034,12877,1377200
95121,Santa Clara,San Jose,1027690,3,San Jose,11472964,106394,128274,35138,0.1891,37500,128519,117603,78333,9756,1037,1239,1088,1233,1987,1326,1846,37531,8470.0,40.5,0.2241,0.09296,0.076,0.05,9946,707000
95122,Santa Clara,San Jose,1027690,3,San Jose,12315923,78734,98795,23830,0.09204,61827,83272,86214,54563,12664,1572,2266,2044,1779,2683,1157,1163,56121,11800.0,33.8,0.12103,0.04,0.101,0.05603,13130,594000
95124,Santa Clara,San Jose,1027690,3,Cambrian Park; San Jose,16947563,155550,184769,62934,0.353,61689,183284,173598,84203,17249,984,1752,1279,1598,2592,2960,6084,51455,7864.0,39.4,0.316,0.23,0.018,0.03099,17792,1102000
95125,Santa Clara,San Jose,1027690,3,Campbell; San Jose,20703047,118788,172754,69752,0.294,32461,155625,148969,62347,21088,2086,2695,2472,1992,3106,2539,6198,53155,6650.0,41.4,0.316,0.234,0.026,0.04398,21924,1077200
95127,Santa Clara,San Jose,1027690,3,Alum Rock; East Foothills; San Jose,33661844,98692,120413,31775,0.156,49236,97045,117043,71285,16530,1468,2061,2682,2166,3416,2156,2581,66256,5096.0,35.7,0.156,0.075,0.05103,0.05,17056,692000
95128,Santa Clara,Burbank,103703,71,Burbank; Campbell; Fruitdale; San Jose,10103247,93455,127726,49094,0.198,55893,98109,114375,63279,13778,1714,1774,2011,1838,2142,1569,2730,36975,9480.0,36.7,0.265,0.17,0.055,0.026,14828,909300
95128,Santa Clara,San Jose,1027690,3,Burbank; Campbell; Fruitdale; San Jose,10103247,93455,127726,49094,0.198,55893,98109,114375,63279,13778,1714,1774,2011,1838,2142,1569,2730,36975,9480.0,36.7,0.265,0.17,0.055,0.026,14828,909300
95129,Santa Clara,San Jose,1027690,3,San Jose,11699012,148068,180475,64455,0.3518,61689,157102,182833,64084,13910,1358,1143,1335,1182,2005,1987,4900,39741,8800.0,41.2,0.3218,0.396,0.03302,0.03099,14701,1462100
95130,Santa Clara,San Jose,1027690,3,San Jose,4011047,127772,162460,57954,0.312,51563,150313,150085,66442,5135,475,664,511,551,681,649,1604,14660,9464.0,39.0,0.314,0.279,0.02,0.03099,5319,1216700
95131,Santa Clara,San Jose,1027690,3,San Jose,15108208,126757,154356,49657,0.27,57684,163571,132063,66570,9700,882,859,912,1178,1758,1495,2616,31236,5356.0,36.8,0.301,0.246,0.043,0.05,10080,827800
95132,Santa Clara,San Jose,1027690,3,San Jose,133123089,121288,144449,43386,0.251,61689,147599,131250,68485,12040,1171,1284,1110,1242,2531,1683,3019,41790,813.0,40.8,0.296,0.1709,0.047,0.061,12371,904200
95133,Santa Clara,San Jose,1027690,3,San Jose,8275846,86686,115768,37105,0.156,57500,126302,91688,44092,8774,1626,1153,1239,701,1671,1019,1365,28565,8936.0,39.1,0.221,0.1421,0.115,0.07104,8953,746500
95134,Santa Clara,San Jose,1027690,3,San Jose,26076143,150131,161765,70376,0.286,103583,162538,128750,43875,12443,904,794,683,864,2967,2670,3561,29349,2916.0,30.6,0.304,0.4568,0.037,0.03198,13728,224600
95135,Santa Clara,San Jose,1027690,3,San Jose,78383648,148438,182162,63410,0.3508,61689,213911,209464,67262,7548,567,705,661,484,1387,1097,2647,22015,727.5,46.7,0.304,0.314,0.027,0.03099,7730,1026900
95136,Santa Clara,San Jose,1027690,3,San Jose,12072092,112074,138183,46997,0.213,64531,119351,128464,71262,15700,1204,1537,2159,1940,3515,1995,3350,47476,10184.0,36.3,0.293,0.1609,0.05,0.039,16163,798300
95138,Santa Clara,San Jose,1027690,3,San Jose,67504974,179724,228828,69454,0.444,61689,212712,192837,90795,6145,260,398,452,425,900,981,2729,20674,793.0,40.4,0.313,0.2742,0.02301,0.052,6260,1021400
95139,Santa Clara,San Jose,1027690,3,San Jose,3188080,139612,152388,47142,0.232,61689,172670,155462,64875,2235,127,130,247,300,395,518,518,7363,5980.0,39.7,0.292,0.134,0.025,0.04398,2268,784900
95148,Santa Clara,San Jose,1027690,3,San Jose,24409621,138763,157665,41013,0.259,87000,161320,144449,89597,12024,815,981,1143,1046,2511,2418,3110,48273,5120.0,40.3,0.2742,0.1271,0.052,0.06,12127,865000
95202,San Joaquin,Stockton,309228,13,Stockton,2791932,14822,28973,14840,0.007996,25169,21723,14937,12173,2926,2064,486,90,149,37,78,22,6066,5628.0,39.2,0.073,0.037,0.3882,0.125,3888,216900
95203,San Joaquin,Stockton,309228,13,Stockton,15980383,44922,59761,22045,0.021,16250,46464,52078,41563,5472,1580,1341,1208,472,583,174,114,15487,2510.0,34.4,0.09796,0.053,0.198,0.12103,6041,226400
95204,San Joaquin,Stockton,309228,13,Country Club; Stockton,13209885,53077,73276,29062,0.048,42397,57153,59290,45017,11076,2548,2653,2136,1415,1425,363,536,28667,5620.0,37.0,0.126,0.07,0.115,0.089,12187,244700
95205,San Joaquin,Stockton,309228,13,August; Kennedy; Stockton,23535697,36444,49502,14808,0.01401,30828,34036,44476,32074,10702,3417,3600,1906,704,805,117,153,38350,4220.0,29.3,0.035,0.013,0.25,0.105,11565,161200
95206,San Joaquin,Stockton,309228,13,French Camp; Kennedy; Stockton; Taft Mosswood,375476627,50918,64253,18185,0.021,39635,49977,57756,37691,17227,4185,4242,3549,2237,2028,625,361,64250,443.2,30.7,0.08295,0.021,0.195,0.09705,18421,236300
95207,San Joaquin,Stockton,309228,13,Lincoln Village; Stockton,18793641,49647,67726,24980,0.034,43148,49056,54788,50536,18414,4334,4934,3464,2269,1914,865,634,52269,7204.0,32.6,0.131,0.07,0.145,0.091,19957,269600
95209,San Joaquin,Stockton,309228,13,Stockton,21710373,81841,97064,29504,0.079,42397,82903,93115,59973,13182,1471,2251,2122,2122,2916,1255,1045,44980,5370.0,35.9,0.1539,0.067,0.084,0.086,13765,312600
95210,San Joaquin,Stockton,309228,13,Stockton,17147043,47142,61136,18867,0.024,26100,42192,55542,41842,11929,3032,3237,2779,1172,1112,314,283,41509,6268.0,30.8,0.09,0.02,0.195,0.12103,12529,219600
95212,San Joaquin,Stockton,309228,13,Morada; Stockton,55851983,95759,107104,27443,0.08295,102981,101068,95377,63566,7186,776,846,1234,1014,1763,954,599,29426,1365.0,33.6,0.1909,0.076,0.059,0.063,7641,353300
95382,Stanislaus,Turlock,72904,121,Keyes; Turlock,27257611,72206,92301,33082,0.07,25424,87021,86475,41344,13520,2340,2265,2333,2011,2455,1171,945,38700,3678.0,36.4,0.217,0.109,0.075,0.058,13957,343900
95215,San Joaquin,Stockton,309228,13,Garden Acres; Kennedy; Stockton; Waterloo,245231265,46191,66887,18857,0.043,42397,39683,55719,34850,6612,1679,1904,1141,647,600,354,287,24326,257.0,38.1,0.048,0.02301,0.165,0.096,7088,234500
95219,Contra Costa; San Joaquin,Stockton,309228,13,Stockton,146745266,83558,121023,45076,0.143,34833,81651,95980,72169,10811,1137,1756,1851,1632,1963,921,1551,29270,516.5,37.3,0.23,0.1641,0.057,0.054,11438,384500
95231,San Joaquin,Stockton,309228,13,French Camp; Lathrop; Stockton,27431422,41935,60726,15110,0.021,42397,70714,50375,31958,777,196,228,138,93,66,40,16,5165,487.8,33.6,0.05603,0.012,0.091,0.108,941,316700
95240,San Joaquin,Lodi,65846,134,Lockeford; Lodi; Victor,214205961,50992,70505,24738,0.047,39183,48361,59958,43515,16478,3542,4578,2890,1933,1946,809,780,48799,590.0,33.6,0.11206,0.043,0.156,0.085,17618,296100
