zipcode,price,population,population_rank,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_65_years_and_over,hhi_lt_25k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units,violent_crime_rate,property_crime_rate,postal_code,year_built,is_single_family,is_condo,is_multi_family,is_new_construction,beds,baths,baths_beds_ratio,garage,lot_size,building_size,rank,rankOf,rankStars,rankStatewidePercentage,averageStandardScore,has_elementary,has_middle,has_high,ocean_related,environment_related,building_related,community_related,positive_comments,more_rural,more_urban,other
93730,630000,525010,5,20639294,121716,165354,58447,0.2329,30779,71920,364,1040,12770,1602.0,42.1,0.3318,0.28300000000000003,0.006,0.034,4583,464200,4.64,41.12,93730,1996,1,0,0,0,3,2.5,0.8333,0,10400,2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,2,50,10,7,12,6
94550,364900,89699,91,602370606,139387,164936,60554,0.2842,54167,75614,1298,5151,50374,216.6,42.7,0.28600000000000003,0.192,0.027000000000000003,0.031,18934,834600,2.74,17.42,94550,1990,0,1,0,0,1,1.0,1.0,0,7800,629,1048.0,4228.777779999999,3.88889,71.22,69.22896999999999,1.0,1.0,1.0,1,82,4,145,33,20,44,12
96003,232000,91580,84,615250582,53512,71816,30305,0.046,34669,43750,4434,844,44328,186.6,40.8,0.172,0.08199999999999999,0.1121,0.05,19871,262000,6.67,42.92,96003,1953,1,0,0,0,3,2.0,0.6667,0,7915,1803,2053.25,5020.5,3.0,61.6675,58.80132,1.0,1.0,0.0,0,116,2,151,32,41,40,20
92120,820000,1409573,2,17524461,97747,124451,48925,0.1709,25570,72629,1377,2010,30550,4516.0,39.3,0.309,0.1941,0.035,0.05,12347,615100,3.81,19.59,92120,1972,1,0,0,0,3,2.0,0.6667,2,7499,1836,655.1428599999999,4388.42857,4.28571,85.4,84.26496,1.0,1.0,1.0,0,34,0,56,2,17,9,2
95123,1230000,1027690,3,21456017,117579,136396,47390,0.212,53162,69433,1817,4917,68766,8300.0,37.4,0.292,0.152,0.037000000000000005,0.046,24209,806300,3.21,24.34,95123,1972,1,0,0,0,3,2.0,0.6667,2,6672,1755,2402.85714,4827.57143,2.28571,49.727140000000006,47.568999999999996,1.0,1.0,1.0,0,55,0,95,9,20,57,4
95133,1225000,1027690,3,8275846,86686,115768,37105,0.156,57500,44092,1626,1365,28565,8936.0,39.1,0.221,0.1421,0.115,0.071,8953,746500,3.21,24.34,95133,2000,1,0,0,0,3,2.5,0.8333,2,3478,1862,1881.42857,3260.71429,2.28571,48.66571,46.03263,1.0,1.0,1.0,1,39,0,77,12,15,26,8
92154,605000,1409573,2,96268797,66498,79498,21878,0.036000000000000004,60417,50555,3381,817,88979,2394.0,35.2,0.134,0.033,0.099,0.08900000000000001,23534,411200,3.81,19.59,92154,1969,1,0,0,0,3,2.0,0.6667,1,5500,1110,2854.0,4808.6,2.0,40.571999999999996,37.55878,1.0,1.0,1.0,2,25,0,36,5,8,12,2
91752,733000,105653,68,39081687,85296,103450,27917,0.092,38323,48317,975,813,35694,2366.0,34.2,0.13,0.06,0.08800000000000001,0.07,9166,455000,2.91,26.2,91752,2015,1,0,0,0,5,4.5,0.9,3,7405,3669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,2,46,6,9,18,5
93035,590000,208154,21,10501578,92109,112795,40130,0.1,51419,77797,852,995,29354,7240.0,41.9,0.2,0.11800000000000001,0.032,0.061,12071,573200,4.33,31.26,93035,1981,0,1,0,0,3,2.0,0.6667,2,3285,1553,3535.5,5789.0,1.75,38.9275,37.7672,1.0,0.0,0.0,10,25,0,37,6,6,6,0
92123,903000,1409573,2,21199395,81899,102995,41848,0.106,59306,62188,1359,1324,32473,3968.0,33.5,0.312,0.16,0.075,0.057999999999999996,13194,568100,3.81,19.59,92123,1961,1,0,0,0,3,2.0,0.6667,2,21780,1510,1312.125,4875.0,3.5,72.01875,69.4235,1.0,0.0,1.0,0,9,0,22,1,3,5,0
92084,500000,100686,75,67771250,73645,98395,30430,0.087,48657,61519,1505,1297,51619,1973.0,34.3,0.1791,0.071,0.073,0.048,15429,548400,3.48,17.27,92084,1972,1,0,0,0,3,2.0,0.6667,2,7677,1248,2796.75,4106.5,1.75,34.17,33.20722,1.0,1.0,1.0,0,45,1,48,10,18,17,11
92337,450000,210759,20,36077348,83081,93095,25107,0.043,62656,57646,919,431,39240,2816.0,30.2,0.146,0.032,0.087,0.059000000000000004,10371,352100,3.47,18.14,92337,1986,1,0,0,0,3,2.0,0.6667,2,6000,1350,2573.5,4326.6,1.9,40.442,37.10267,1.0,0.0,1.0,0,28,0,33,6,13,13,3
92373,800000,71198,124,105501970,78484,110297,43028,0.135,26860,54474,1883,1710,33353,819.0,39.3,0.2471,0.253,0.055999999999999994,0.045,14365,456400,2.09,40.36,92373,1963,1,0,0,0,4,3.0,0.75,2,20591,2504,1403.0,4827.57143,3.71429,73.63,71.05744,1.0,1.0,1.0,1,38,5,37,20,16,9,8
91104,1430000,141258,40,9856461,77919,109067,39342,0.156,50464,45405,2574,2055,37874,9950.0,40.5,0.257,0.188,0.094,0.043,13972,744000,2.81,24.71,91104,1923,1,0,0,0,3,2.0,0.6667,2,13329,2258,2944.66667,4570.3333299999995,2.0,43.65333,42.25562,1.0,0.0,1.0,0,16,14,35,13,4,8,0
90049,1000000,3966936,1,38899404,129688,226246,105369,0.335,56106,126827,1918,5605,36418,2424.0,40.6,0.397,0.39,0.033,0.045,18367,2000001,4.91,21.28,90049,1991,0,1,0,0,3,3.0,1.0,2,14998,1643,1161.0,5789.0,4.0,79.94333,78.1055,1.0,0.0,0.0,2,30,3,59,20,12,33,1
92056,491000,175622,28,32241027,81583,98478,37383,0.091,60875,52957,2376,1720,52337,4204.0,39.9,0.221,0.11800000000000001,0.049,0.051,20131,507500,3.74,22.88,92056,1988,1,0,0,0,2,2.0,1.0,2,4152,1440,1682.3333300000002,5276.6666700000005,3.5,66.885,63.637480000000004,1.0,1.0,0.0,3,78,2,103,19,28,30,6
92570,720000,77290,114,252030246,60789,76131,19765,0.034,29864,44141,2310,462,60686,623.5,30.9,0.048,0.024,0.1641,0.095,15154,280600,2.46,26.02,92570,1977,1,0,0,0,5,3.0,0.6,2,144184,5125,3510.625,4875.0,1.625,33.05875,32.4212,1.0,0.0,1.0,0,51,2,64,14,47,8,22
90069,2800900,3966936,1,5475727,93380,145432,92082,0.198,48958,56113,1826,2476,20230,9570.0,42.9,0.433,0.24100000000000002,0.023,0.049,14447,846700,4.91,21.28,90069,1935,1,0,0,0,3,3.5,1.1667,2,9736,3260,624.0,5789.0,4.0,89.22,90.33614,1.0,0.0,0.0,0,17,4,25,11,10,47,6
95630,580000,78159,113,71696376,114405,132609,47874,0.1941,47163,59912,2594,5396,78159,2824.0,40.7,0.306,0.2059,0.039,0.031,28775,524100,1.08,17.8,95630,1996,1,0,0,0,3,2.5,0.8333,3,7775,1710,782.42857,4305.28571,4.14286,78.12429,77.71225,1.0,1.0,1.0,0,123,3,183,29,57,75,18
95210,320000,309228,13,17147043,47142,61136,18867,0.024,26100,41842,3032,283,41509,6268.0,30.8,0.09,0.02,0.195,0.121,12529,219600,13.31,43.9,95210,1979,1,0,0,0,3,2.0,0.6667,2,7632,1410,3819.625,5332.0,1.375,29.5025,31.279320000000002,1.0,0.0,1.0,0,18,0,39,2,4,13,4
95380,290000,72904,121,194421153,46580,64737,22623,0.027999999999999997,41522,34140,3857,406,42866,571.0,32.0,0.10300000000000001,0.044000000000000004,0.1641,0.09,15154,274500,5.26,35.46,95380,1978,1,0,0,0,3,2.0,0.6667,2,6120,1260,2940.85714,4305.28571,1.4285700000000001,29.262859999999996,27.87067,1.0,1.0,1.0,1,51,5,103,23,14,35,14
90064,1460000,3966936,1,10388700,102117,163066,71214,0.265,48145,62458,1634,2937,25925,6464.0,40.3,0.3608,0.3171,0.047,0.033,11998,1178000,4.91,21.28,90064,1950,1,0,0,0,3,2.0,0.6667,0,5266,1441,1270.6,4443.0,3.0,60.158,58.777609999999996,1.0,1.0,1.0,0,7,2,35,6,5,25,0
95351,249500,212616,19,23008787,41309,53103,15474,0.016,31064,34214,3814,209,48542,5464.0,29.4,0.06,0.015,0.223,0.141,14124,196300,8.64,44.28,95351,1999,1,0,0,0,3,2.0,0.6667,0,6238,1298,4208.88889,5041.222220000001,0.88889,19.99,22.44357,1.0,1.0,1.0,1,37,2,60,10,11,27,9
95242,400000,65846,134,248733167,73083,102762,40010,0.08,39183,49295,1315,803,26409,275.0,41.9,0.1539,0.09699999999999999,0.035,0.042,10470,380200,4.56,32.94,95242,2004,1,0,0,0,3,2.5,0.8333,2,3520,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,56,1,103,14,8,18,9
92105,400000,1409573,2,14423444,43282,56959,18647,0.013999999999999999,39333,28255,6336,318,73623,13224.0,31.5,0.109,0.046,0.2329,0.084,23329,398400,3.81,19.59,92105,1922,1,0,0,0,4,2.0,0.5,0,9592,1400,3555.5555600000002,5041.222220000001,1.55556,31.24111,30.17328,1.0,1.0,1.0,0,23,2,52,2,11,36,4
92105,485000,1409573,2,14423444,43282,56959,18647,0.013999999999999999,39333,28255,6336,318,73623,13224.0,31.5,0.109,0.046,0.2329,0.084,23329,398400,3.81,19.59,92105,1976,1,0,0,0,2,1.0,0.5,0,6251,840,3555.5555600000002,5041.222220000001,1.55556,31.24111,30.17328,1.0,1.0,1.0,0,23,2,52,2,11,36,4
95117,405000,1027690,3,6649501,95726,133001,48809,0.192,83611,49375,1483,2078,30369,11830.0,35.1,0.259,0.1741,0.063,0.046,11544,1006000,3.21,24.34,95117,1996,1,0,0,0,5,3.5,0.7,0,8692,2697,2254.0,4875.0,2.25,47.6,45.14053,1.0,0.0,1.0,2,30,1,51,5,6,33,2
90032,650000,3966936,1,12347321,57225,74960,22803,0.054000000000000006,32169,41495,2887,724,48031,10070.0,34.0,0.1489,0.053,0.16,0.086,14274,504700,4.91,21.28,90032,1926,1,0,0,0,2,1.0,0.5,0,4825,988,2624.375,4490.75,2.5,49.5675,48.2025,1.0,1.0,1.0,0,13,1,36,2,20,7,1
92673,1850000,64878,138,30067172,151007,188148,63979,0.35600000000000004,73421,85802,732,3674,30768,2650.0,43.2,0.33299999999999996,0.231,0.022000000000000002,0.040999999999999995,10904,902800,1.06,10.51,92673,2002,1,0,0,0,5,5.5,1.1,3,8645,4314,718.6666700000001,4155.0,4.16667,84.61,83.44473,1.0,1.0,1.0,10,33,3,56,14,15,5,4
91730,370000,176379,27,37514468,72995,84439,28952,0.05,47292,46500,3429,1204,72407,5000.0,33.3,0.183,0.106,0.1,0.071,25297,407000,1.64,21.24,91730,1983,0,1,0,0,2,2.5,1.25,2,2000,1166,2359.66667,5276.6666700000005,2.83333,56.003330000000005,52.764359999999996,1.0,1.0,0.0,0,37,0,54,8,2,19,4
93314,410000,377917,9,256280508,111635,136045,44163,0.1809,58393,62257,645,1671,28963,292.8,36.3,0.2009,0.126,0.028999999999999998,0.054000000000000006,9670,384000,4.57,39.72,93314,2000,1,0,0,0,4,2.0,0.5,2,11326,2265,1461.4,4443.0,3.2,66.31,62.16189,1.0,1.0,1.0,0,80,1,154,26,6,13,10
91768,500000,152209,37,22412984,56002,71836,18346,0.027000000000000003,36506,44157,1375,220,35191,4066.0,29.2,0.11,0.035,0.141,0.096,8358,385900,5.12,28.99,91768,1932,1,0,0,0,2,1.0,0.5,1,7050,920,2828.875,4490.75,2.125,41.29125,39.917629999999996,1.0,1.0,1.0,0,14,4,25,4,8,9,4
92119,285000,1409573,2,17724953,92500,114221,45936,0.131,78516,57463,1239,1248,24831,3628.0,43.7,0.26899999999999996,0.221,0.052000000000000005,0.034,9815,579300,3.81,19.59,92119,1974,0,1,0,0,1,1.0,1.0,0,8050,676,808.5,5020.5,4.25,83.2925,82.18968000000001,1.0,1.0,0.0,0,21,1,28,7,14,9,0
94705,2200000,121485,50,8560734,125104,197179,86202,0.321,48295,104783,669,1855,13527,4092.0,43.2,0.349,0.4758,0.01,0.037000000000000005,6097,1235900,3.66,43.33,94705,1928,1,0,0,0,5,4.0,0.8,0,6018,2671,1115.5,5020.5,4.0,79.9625,78.81526,1.0,1.0,0.0,0,11,3,18,10,4,23,1
91911,227500,268920,15,30473952,61748,75194,24054,0.035,49457,41614,4161,868,84026,7140.0,35.7,0.11900000000000001,0.048,0.1071,0.122,26863,427200,2.35,17.41,91911,1979,0,1,0,0,1,1.0,1.0,0,80053,636,2330.125,4490.75,2.375,46.94875,42.644890000000004,1.0,1.0,1.0,4,39,1,65,13,10,28,4
95688,544000,98875,76,210258243,94863,115223,41856,0.1329,52222,83583,1219,1766,37260,459.0,39.1,0.183,0.098,0.061,0.053,13849,476600,2.83,27.32,95688,2004,1,0,0,0,4,2.5,0.625,0,6003,2089,1726.5555600000002,4635.0,3.0,60.672219999999996,56.90399,1.0,1.0,1.0,3,57,3,89,16,23,25,16
92562,539000,112941,58,283357968,92093,114669,36772,0.12,44444,52884,2051,2359,64286,587.5,37.3,0.205,0.10400000000000001,0.053,0.076,20922,434700,0.63,13.45,92562,1990,1,0,0,0,4,2.0,0.5,3,13504,2075,1195.5,5179.6666700000005,3.66667,77.53667,75.83128,1.0,0.0,1.0,1,83,3,133,25,28,22,8
90024,865000,3966936,1,7605358,65855,135393,46935,0.18,11634,95058,4474,2972,51627,17580.0,22.6,0.336,0.39,0.079,0.079,19519,1184100,4.91,21.28,90024,1982,0,1,0,0,2,2.0,1.0,0,18618,1621,494.0,4764.3333299999995,4.33333,83.90333000000001,81.07223,1.0,1.0,0.0,0,9,0,20,4,5,11,1
95351,200000,212616,19,23008787,41309,53103,15474,0.016,31064,34214,3814,209,48542,5464.0,29.4,0.06,0.015,0.223,0.141,14124,196300,8.64,44.28,95351,1950,1,0,0,0,3,2.0,0.6667,0,11550,1508,4208.88889,5041.222220000001,0.88889,19.99,22.44357,1.0,1.0,1.0,1,37,2,60,10,11,27,9
93534,326000,159028,33,46020157,41537,51358,19401,0.012,31500,24288,4759,177,39367,2216.0,33.2,0.106,0.057999999999999996,0.217,0.068,15883,224800,5.56,22.85,93534,1977,1,0,0,0,3,2.0,0.6667,2,9193,1368,4239.5,4875.0,1.0,16.5075,19.63084,1.0,0.0,1.0,2,46,2,83,16,11,41,14
94402,2125000,104333,70,12595901,169086,222795,83904,0.42,78118,103600,615,4003,25703,5284.0,41.1,0.335,0.32,0.023,0.031,10104,1603500,2.25,19.04,94402,1950,1,0,0,0,4,3.0,0.75,2,7552,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,2,48,13,8,31,1
95219,630000,309228,13,146745266,83558,121023,45076,0.14300000000000002,34833,72169,1137,1551,29270,516.5,37.3,0.23,0.1641,0.057,0.054000000000000006,11438,384500,13.31,43.9,95219,2002,1,0,0,0,6,3.5,0.5833,3,9731,3172,2631.8,5789.0,2.8,54.536,53.1725,1.0,0.0,0.0,0,22,0,31,4,1,11,1
90706,725000,77195,115,15823886,60011,76903,24628,0.039,39079,34074,4423,901,77195,12630.0,34.6,0.136,0.049,0.098,0.057999999999999996,24874,458600,3.76,20.85,90706,1958,1,0,0,0,3,2.0,0.6667,2,6092,1215,2600.2,5057.8,2.8,51.352,46.9868,1.0,0.0,1.0,3,47,1,82,14,10,49,7
92882,630000,166972,31,66654080,80424,97751,30493,0.09300000000000001,35909,51851,2768,1989,73250,2846.0,35.1,0.182,0.077,0.079,0.054000000000000006,21936,463600,1.06,21.35,92882,1989,1,0,0,0,4,3.0,0.75,2,15246,1805,1340.2857099999999,4388.42857,3.5714300000000003,70.17,66.68267,1.0,1.0,1.0,0,45,0,53,13,23,11,5
92508,440000,326414,12,27766005,116976,127343,35274,0.141,41437,62443,679,1415,38428,3584.0,34.2,0.19,0.1589,0.047,0.05,10351,463900,4.33,30.88,92508,1989,1,0,0,0,4,3.0,0.75,2,7405,1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,0,47,5,5,2,4
90604,545000,86090,96,11036442,74944,88568,27131,0.046,67763,49247,1554,571,42911,10070.0,35.2,0.124,0.065,0.043,0.048,12751,527200,2.75,25.84,90604,1962,1,0,0,0,4,2.0,0.5,0,7506,1586,1450.7142900000001,3866.14286,2.8571400000000002,59.10714,55.96768,1.0,1.0,1.0,0,37,0,61,10,9,16,7
90008,585000,3966936,1,9513272,43364,69070,33723,0.057999999999999996,36087,39660,4960,855,31754,8650.0,43.2,0.165,0.135,0.168,0.10099999999999999,16147,701800,4.91,21.28,90008,1962,0,1,0,0,2,2.0,1.0,1,14418,1400,3114.83333,4155.0,1.33333,30.43667,29.8983,1.0,1.0,1.0,0,12,13,45,8,9,21,5
95129,1433000,1027690,3,11699012,148068,180475,64455,0.3518,61689,64084,1358,4900,39741,8800.0,41.2,0.3218,0.396,0.033,0.031,14701,1462100,3.21,24.34,95129,1966,1,0,0,0,3,2.0,0.6667,2,6559,1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,24,3,3,12,5
94061,1100000,85784,97,9998760,112609,161855,59285,0.276,135625,74130,1088,3844,39023,10110.0,37.0,0.252,0.226,0.036000000000000004,0.027000000000000003,14424,1342600,2.37,21.11,94061,1979,0,1,0,0,3,2.0,0.6667,2,6275,1550,2174.0,5789.0,3.25,62.445,58.872519999999994,1.0,0.0,0.0,0,16,0,23,0,4,6,1
92663,7200000,85694,98,8571402,106526,176740,82983,0.2559,22877,98147,1059,2575,21951,6630.0,42.4,0.3792,0.222,0.022000000000000002,0.019,12095,1462700,1.24,21.42,92663,1989,1,0,0,0,3,2.5,0.8333,2,2700,2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,15,0,41,13,6,18,4
93703,191000,525010,5,12243423,33550,48020,15521,0.016,21357,29728,3859,160,32754,6930.0,29.2,0.069,0.013000000000000001,0.336,0.122,10594,159500,4.64,41.12,93703,1952,1,0,0,0,2,1.0,0.5,1,8100,780,3365.0,4570.3333299999995,1.16667,24.225,24.15519,1.0,0.0,1.0,0,16,1,27,2,4,17,3
90027,920000,3966936,1,21066614,66947,103501,52257,0.1,40000,28833,4858,2162,44770,5504.0,38.1,0.35700000000000004,0.1891,0.086,0.06,23899,1146900,4.91,21.28,90027,1947,1,0,0,0,2,1.0,0.5,0,4225,1247,878.66667,4570.3333299999995,4.33333,79.98666999999999,78.22248,1.0,0.0,1.0,0,21,7,28,18,25,40,1
92584,438000,90349,89,77240467,95242,107032,31143,0.081,60795,56609,1132,1219,54235,1819.0,33.2,0.163,0.08,0.064,0.077,15752,372100,1.26,17.69,92584,2014,1,0,0,0,4,3.0,0.75,2,7405,2650,1950.5,4563.5,3.0,60.6425,56.618359999999996,1.0,1.0,1.0,0,62,1,102,15,25,14,4
92867,765000,139887,41,20592758,95591,129078,38681,0.1741,23375,74185,1362,2251,44655,5616.0,34.3,0.258,0.136,0.075,0.047,13311,701600,1.01,15.92,92867,1963,1,0,0,0,4,2.0,0.5,2,6400,1640,2320.2,3711.8,1.6,34.838,32.50792,1.0,1.0,1.0,0,40,2,85,12,10,18,3
90039,1130000,3966936,1,9764930,90538,124940,51159,0.1691,55625,53125,1581,1980,29510,7828.0,39.2,0.33,0.17800000000000002,0.08199999999999999,0.057999999999999996,12557,854200,4.91,21.28,90039,1916,1,0,0,0,3,2.0,0.6667,2,6749,1416,2180.2,5789.0,3.2,62.342,60.087880000000006,1.0,0.0,0.0,0,5,2,8,3,3,7,2
92307,259000,72726,122,440513292,60732,82610,27531,0.055999999999999994,41823,50159,1916,711,39149,230.2,35.9,0.11,0.081,0.126,0.096,14043,259500,2.97,23.19,92307,1958,0,0,1,0,4,2.0,0.5,0,23522,1454,3775.3333299999995,5179.6666700000005,1.33333,28.295,27.943240000000003,1.0,0.0,1.0,0,63,6,90,24,26,13,16
95356,321000,212616,19,58854174,70699,98106,35250,0.087,44583,53350,1561,993,32622,1436.0,37.9,0.16699999999999998,0.09699999999999999,0.068,0.057999999999999996,11861,341100,8.64,44.28,95356,1985,1,0,0,0,3,2.0,0.6667,0,5980,1259,2257.6,5057.8,2.8,56.406000000000006,52.16004,1.0,0.0,1.0,0,101,6,137,36,17,71,23
93454,430000,106224,67,1105975935,64575,78585,23421,0.044000000000000004,44219,47903,1869,509,40432,94.7,31.4,0.115,0.055,0.1121,0.047,12394,349000,4.27,29.6,93454,1961,1,0,0,0,4,2.0,0.5,0,6098,0,3180.0,4635.0,1.66667,33.208890000000004,32.11723,1.0,1.0,1.0,4,49,6,82,18,18,32,9
94105,1157500,874961,4,942022,213987,279373,142482,0.579,95164,250001,213,3178,10916,30020.0,35.1,0.374,0.456,0.02,0.046,6763,1228900,7.95,53.03,94105,2004,0,1,0,0,2,2.0,1.0,1,50667,1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,7,0
91790,725000,106589,66,14950676,82128,98317,28287,0.09300000000000001,29961,63906,1236,1143,45444,7870.0,37.5,0.17,0.061,0.049,0.052000000000000005,12717,514800,2.08,26.19,91790,1960,1,0,0,0,4,3.0,0.75,2,11774,2184,2202.28571,4827.57143,2.71429,54.748569999999994,50.516000000000005,1.0,1.0,1.0,1,34,2,58,6,6,32,7
92029,762000,151300,38,61216824,95273,126747,47699,0.18,72321,77759,613,1261,19382,820.0,45.1,0.2471,0.187,0.024,0.019,7390,639400,3.42,20.2,92029,2015,1,0,0,0,5,3.5,0.7,2,4134,2626,663.5,3961.0,4.5,86.155,85.5099,1.0,0.0,1.0,0,20,0,23,7,13,6,1
91360,1099000,127873,46,37441010,100246,124232,44446,0.1791,31442,67957,1761,2676,43121,2982.0,43.7,0.265,0.175,0.05,0.046,15609,673600,0.99,12.38,91360,1962,1,0,0,0,6,3.0,0.5,2,13300,2383,1870.1666699999998,5789.0,3.5,67.69333,66.17988000000001,1.0,0.0,1.0,0,96,0,120,19,23,25,7
92131,485000,1409573,2,65240748,137500,168690,58982,0.303,55662,103182,604,3635,34727,1379.0,40.0,0.373,0.319,0.032,0.044000000000000004,12077,790200,3.81,19.59,92131,1973,0,1,0,0,2,2.0,1.0,2,723096,1102,623.0,5276.6666700000005,4.5,88.795,87.59251,1.0,1.0,0.0,0,11,1,16,3,4,4,1
93454,430000,106224,67,1105975935,64575,78585,23421,0.044000000000000004,44219,47903,1869,509,40432,94.7,31.4,0.115,0.055,0.1121,0.047,12394,349000,4.27,29.6,93454,1984,1,0,0,0,3,2.0,0.6667,2,11761,1873,3180.0,4635.0,1.66667,33.208890000000004,32.11723,1.0,1.0,1.0,4,49,6,82,18,18,32,9
95765,585000,64835,139,31917341,108188,127121,42759,0.158,40663,60830,954,2044,39214,3182.0,36.6,0.336,0.172,0.026000000000000002,0.04,13227,512900,0.83,17.21,95765,2018,1,0,0,0,4,3.0,0.75,2,3119,2153,904.625,5404.75,4.375,83.8125,83.88023000000001,1.0,1.0,0.0,1,57,0,110,10,13,18,8
92620,900000,273157,14,18282579,115826,142731,52388,0.2479,18008,64942,2553,4711,52569,7450.0,39.6,0.3892,0.303,0.067,0.035,20584,908400,0.49,12.53,92620,2005,0,1,0,0,3,2.5,0.8333,2,4400,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42,0,58,6,14,8,1
93036,457000,208154,21,40401231,77158,93363,27018,0.084,54028,58140,1614,1097,48162,3088.0,31.3,0.155,0.066,0.10099999999999999,0.063,13801,477700,4.33,31.26,93036,1973,0,1,0,0,3,2.0,0.6667,1,1112,1242,2714.57143,4305.28571,2.0,38.19,36.355709999999995,1.0,1.0,1.0,0,17,0,31,5,7,9,2
95203,346500,309228,13,15980383,44922,59761,22045,0.021,16250,41563,1580,114,15487,2510.0,34.4,0.098,0.053,0.198,0.121,6041,226400,13.31,43.9,95203,1917,1,0,0,0,3,2.0,0.6667,1,4452,1309,3472.4,4326.6,1.4,32.32,33.96992,1.0,0.0,1.0,0,14,6,30,5,2,14,4
90706,597000,77195,115,15823886,60011,76903,24628,0.039,39079,34074,4423,901,77195,12630.0,34.6,0.136,0.049,0.098,0.057999999999999996,24874,458600,3.76,20.85,90706,1954,1,0,0,0,3,2.0,0.6667,2,5347,1202,2600.2,5057.8,2.8,51.352,46.9868,1.0,0.0,1.0,3,47,1,82,14,10,49,7
94707,2030000,121485,50,4390730,154184,219259,91958,0.3818,43176,116757,290,1850,11767,6940.0,52.5,0.32,0.537,0.025,0.033,5050,1172000,3.66,43.33,94707,1921,1,0,0,0,4,3.0,0.75,0,4620,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21,1,44,8,11,21,2
92648,1375000,200259,23,20822799,95857,136946,59206,0.18,63523,75612,2227,3525,46228,5748.0,43.2,0.289,0.168,0.024,0.039,21182,920500,1.96,21.28,92648,1954,1,0,0,0,2,1.0,0.5,0,8215,1240,364.6,4443.0,4.4,91.68,91.63835,1.0,1.0,1.0,44,56,4,105,16,15,55,7
95148,1425000,1027690,3,24409621,138763,157665,41013,0.259,87000,89597,815,3110,48273,5120.0,40.3,0.2742,0.1271,0.052000000000000005,0.06,12127,865000,3.21,24.34,95148,1977,1,0,0,0,4,2.5,0.625,2,6280,1881,1638.55556,4699.6666700000005,3.22222,64.23333000000001,62.27275,1.0,1.0,1.0,0,38,1,61,6,15,13,6
93706,205000,525010,5,423169043,32325,48222,14238,0.017,21212,30124,4591,189,40586,248.4,29.3,0.061,0.024,0.373,0.122,11968,161600,4.64,41.12,93706,1960,1,0,0,0,2,1.0,0.5,0,7620,1028,2494.8,4443.0,2.8,53.006,51.121559999999995,1.0,1.0,1.0,3,39,2,58,6,13,15,17
93550,315000,156293,34,508059938,45918,58411,17074,0.015,25313,30662,5679,319,77506,395.0,29.1,0.066,0.02,0.2141,0.096,23222,232100,5.31,20.35,93550,2007,0,1,0,0,2,3.0,1.5,2,1135840,1519,3553.0,4559.4,1.0,19.404,20.81944,1.0,1.0,1.0,0,28,0,38,8,5,10,5
90220,560000,96803,77,17898360,57074,66755,18292,0.022000000000000002,68611,39418,2869,297,52817,7644.0,31.7,0.07200000000000001,0.033,0.1691,0.092,13764,330800,11.49,26.66,90220,1951,1,0,0,0,3,2.0,0.6667,1,5044,1472,2653.71429,3949.28571,1.2857100000000001,28.098570000000002,26.987659999999998,1.0,1.0,1.0,0,16,3,34,5,4,9,3
91214,785000,200232,24,19545239,104981,127997,43954,0.195,125547,65111,1197,2017,30787,4080.0,44.0,0.355,0.187,0.036000000000000004,0.036000000000000004,10912,777300,0.94,15.59,91214,1979,0,1,0,0,3,2.5,0.8333,2,184259,2021,510.5,4570.3333299999995,4.5,89.72667,89.58088000000001,1.0,0.0,1.0,0,28,0,43,6,9,3,1
95380,525000,72904,121,194421153,46580,64737,22623,0.027999999999999997,41522,34140,3857,406,42866,571.0,32.0,0.10300000000000001,0.044000000000000004,0.1641,0.09,15154,274500,5.26,35.46,95380,1971,1,0,0,0,2,1.0,0.5,2,150718,1009,2940.85714,4305.28571,1.4285700000000001,29.262859999999996,27.87067,1.0,1.0,1.0,1,51,5,103,23,14,35,14
95354,469850,212616,19,18897797,50226,65429,24216,0.022000000000000002,29375,37933,2238,199,24923,3416.0,34.1,0.11699999999999999,0.038,0.14400000000000002,0.11900000000000001,9461,256000,8.64,44.28,95354,1948,1,0,0,0,3,2.0,0.6667,2,7000,1903,3616.0,5276.6666700000005,1.5,32.11333,31.41559,1.0,1.0,1.0,1,47,1,72,16,13,27,7
